candidate_id,repository_code,canonical_institution,institution_type,source_family,authority_level,material_type,material_class,source_kind,document_date_raw,date_iso_start,date_iso_end,date_precision,evidence_level_final,evidence_level_proposed,availability,access_mode,review_status
domestic:QY:2013-minmeng-taoxingzhi,QY,群言出版社(民盟中央直属),民盟系统出版机构,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,2013,2013,2013,year,L2,L2,catalogue_only_online,open,accepted
domestic:NLC:guangmingbao-1947-issue18-nantotal-press-reception,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-05-14,1947-05-14,1947-05-14,day,L1,L1,full_item_online,open,accepted
domestic:WS:dagongbao-1946-pcc-five-agreements-1946-01-31,WS,维基文库/公网数据库,公共网络资源,公共数字化/学术/海外,C,网页转述/转录,二手,web_transcription,1946-01-31,1946-01-31,1946-01-31,day,L1,L1,surrogate_online,open,needs_human_review
domestic:WM:1949-liushaoqi-huangyanpei,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1949,1949,1949,year,L2,L2,full_item_online,open,accepted
domestic:SAAC:catalog-04-04_02,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-17,1949-09-17,1949-09-17,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1948-1949-v2n12-article,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1949-02-12,1949-02-12,1949-02-12,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:51koukou-p01-dde04,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1948-05-01,1948-05-01,1948-05-01,day,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue07-qian-jiaju-unequal-treaty,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-11-18,1946-11-18,1946-11-18,day,L1,L1,full_item_online,open,accepted
domestic:FRUS:1944-07-11-d380-langdon-kunming-democratic-league,FRUS,美国国务院 FRUS 外交档案(民盟项目组编),境外档案,公共数字化/学术/海外,A,汇编/出版物收录,汇编,book_or_assembly,1944-07-11,1944-07-11,1944-07-11,day,L2,L3,full_item_online,open,accepted
domestic:MMHIST:chang-lan-pcc-opening-1946-01-10,MMHIST,民盟中央文史资料委员会/马恩主义文库汇编,民盟系统,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1946-01-10,1946-01-10,1946-01-10,day,L2,L2,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1948-1949-v1n12-three-premises-li-xiangfu,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1948-08-16,1948-08-16,1948-08-16,day,L1,L1,full_item_online,open,accepted
domestic:GMD:2022-12-22-minmeng-baodao,GMD,光明日报(gmw.cn),官方媒体,政协/统一战线/官方媒体,B,官方出版物,汇编,official_publication,2022-12-22,2022-12-22,2022-12-22,day,L2,L2,full_item_online,open,accepted
domestic:MM1941:outline-1946-1949-minmeng-zongbu-shanghai,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1946-1949,1946,1949,range,L3,L3,catalogue_only_online,login,accepted
domestic:SAAC:catalog-03-03_04_05,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-02,1949-09-02,1949-09-02,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-12-students-letter-to-truman,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-01-08,1947-01-08,1947-01-08,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-04-04_01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-17,1949-09-17,1949-09-17,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:1949-item-a13,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-29,1949-09-29,1949-09-29,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:51koukou-p02-dde07-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-06,1949-06,1949-06,month,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-12-congratulate-second-plenum-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-01-08,1947-01-08,1947-01-08,day,L1,L1,full_item_online,open,accepted
domestic:NJSH:2nd-Historical-Archives-1912-1949-220w-juan,NJSH,中国第二历史档案馆,国家级档案馆,国内党政机关与档案馆,A,其他/未分类,待定,other,2025-04,2025-04,2025-04,month,L3,L3,catalogue_only_online,login,accepted
domestic:FRUS:1944-10-30-d478-gauss-war-final-stage-proposals,FRUS,美国国务院 FRUS 外交档案(民盟项目组编),境外档案,公共数字化/学术/海外,A,汇编/出版物收录,汇编,book_or_assembly,1944-10-30,1944-10-30,1944-10-30,day,L2,L3,full_item_online,open,accepted
domestic:SAAC:1949-index-c08,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L1,L1,surrogate_online,open,accepted
domestic:RMZXW:website-anchor-1949,RMZXW,人民政协网,官方媒体,政协/统一战线/官方媒体,B,其他/未分类,待定,other,2026,2026,2026,year,L2,L2,full_item_online,open,accepted
domestic:BJTZB:lead-人民民主统一战线的巩固和扩大,BJTZB,北京市委统战部,统战系统,政协/统一战线/官方媒体,A,其他/未分类,待定,other,1947—1948,1947,1948,range,L4,L4,full_item_online,open,accepted
domestic:SAAC:catalog-04-04_03,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-17,1949-09-17,1949-09-17,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:51koukou-p02-dde03-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-06,1949-06,1949-06,month,L2,L2,full_item_online,open,accepted
domestic:SAAC:1949-index-c22,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-23,1949-09-23,1949-09-23,day,L1,L1,surrogate_online,open,accepted
domestic:MM1941:outline-1942-shaanxi-tongzhanbu-meng-zhibu-renxuan,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1942,1942,1942,year,L3,L3,catalogue_only_online,login,accepted
domestic:SHPRESS:zhanglan-shidai-ribao-1947-11-07-lead,SHPRESS,上海《时代日报》线索(盟史转述),历史报刊线索,其他,C,网页转述/转录,二手,web_transcription,1947-11-07,1947-11-07,1947-11-07,day,L4,L4,not_online,open,needs_human_review
domestic:SAAC:1948-05-01-01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1948-05-01,1948-05-01,1948-05-01,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:1949-item-a15,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-29,1949-09-29,1949-09-29,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:dagongbao-hankow-1947-11-04-zhang-qun-notice,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-11-04,1947-11-04,1947-11-04,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-02-02_04,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-06-15,1949-06-15,1949-06-15,day,L1,L1,surrogate_online,open,accepted
domestic:SHDPZ:printed-page816-su-yanbin-1943-11-join,SHDPZ,上海市地方志办公室,地方志机构,政协/统一战线/官方媒体,A,报刊原刊扫描（原件）,一手,press_scan,2020-07-01,2020-07-01,2020-07-01,day,L3,L3,not_online,offline,needs_human_review
domestic:SAAC:51koukou-p03-dde05-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-20,1949-09-20,1949-09-20,day,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue10-guangdong-kmt-protest-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-08-28,1946-08-28,1946-08-28,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-01-01_05,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1948-05-07,1948-05-07,1948-05-07,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:minxian-v1n10-1944-12-20,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1944-12-20,1944-12-20,1944-12-20,day,L1,L1,full_item_online,open,accepted
domestic:ZL1872:chang-lan-dissolution-statement-1947,ZL1872,张澜纪念馆公开史料页,纪念馆/民盟系统,民盟自身与盟史,C,网页转述/转录,二手,web_transcription,1947-11-07,1947-11-07,1947-11-07,day,L4,L4,full_item_online,open,accepted
domestic:DRNH:002-080200-00537-081,DRNH,台湾国史馆档案史料文物查询系统,境外馆藏,公共数字化/学术/海外,A,档案影像（原件）,一手,archive_scan,1947-11-05,1947-11-05,1947-11-05,day,L2,L2,surrogate_online,open,accepted
domestic:WM:1946-10-18-zhouenlai-minmeng-shanghai-tanpan,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1946-10-18,1946-10-18,1946-10-18,day,L2,L2,full_item_online,open,accepted
domestic:SAAC:catalog-05-05_77,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:1949-index-c11,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L1,L1,surrogate_online,open,accepted
domestic:WM:1949-xinzhengxie-kaimushi-zhuxitai,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1949,1949,1949,year,L2,L2,full_item_online,open,accepted
domestic:SAAC:catalog-03-03_03_03,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-06,1949-06,1949-06,month,L1,L1,surrogate_online,open,accepted
domestic:SAAC:catalog-05-05_40,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-23,1949-09-23,1949-09-23,day,L1,L1,surrogate_online,open,accepted
domestic:ZJ:zhejiang-sheng-minzhudangpai-zhi-2002,ZJ,浙江人民出版社/省民主党派志编委会,出版社/政协,政协/统一战线/官方媒体,B,其他/未分类,待定,other,2002-12,2002-12,2002-12,month,L2,L2,catalogue_only_online,open,accepted
domestic:NLC:guangmingbao-1947-1947-20,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-06-23,1947-06-23,1947-06-23,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:1949-index-c14,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-22,1949-09-22,1949-09-22,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-issue22-wipe-out-killers-li,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-08-01,1947-08-01,1947-08-01,day,L1,L1,full_item_online,open,accepted
domestic:NLC:minxian-v1n1-1944-05-16,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1944-05-16,1944-05-16,1944-05-16,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-03-03_03_05,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-06-30,1949-06-30,1949-06-30,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1946-issue8-qiu-xini-guangdong-shengtianli,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-11-28,1946-11-28,1946-11-28,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-12-statement-one-sided-constitution,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-01-08,1947-01-08,1947-01-08,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:51koukou-p05-dde04-i3,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L2,L2,full_item_online,open,accepted
domestic:HB:hubei-minmengshi-2014-xiangbiwu,HB,湖北人民出版社/民盟湖北省委,出版社/民盟,政协/统一战线/官方媒体,B,其他/未分类,待定,other,2014,2014,2014,year,L3,L3,catalogue_only_online,open,accepted
domestic:MM1941:outline-1946-1953-jiangsu-meng-biannian-shi,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1946-1953,1946,1953,range,L3,L3,catalogue_only_online,login,accepted
domestic:SAAC:1949-09-28-01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-28,1949-09-28,1949-09-28,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:catalog-05-05_88,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-issue13-our-attitude-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-01-18,1947-01-18,1947-01-18,day,L1,L1,full_item_online,open,accepted
domestic:WM:1949-maozedong-zhude-daoda-beiping,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1949,1949,1949,year,L2,L2,full_item_online,open,accepted
domestic:SAAC:catalog-03-03_06_02,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-07-10,1949-07-10,1949-07-10,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:1949-item-a17,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1948-1949-v2n1-article,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1949-01-10,1949-01-10,1949-01-10,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-06-06_02,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-10-01,1949-10-01,1949-10-01,day,L1,L1,surrogate_online,open,accepted
domestic:MM1941:outline-1937-04-12-zhonggong-qijunzi-shengming,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,,1937-04-12,1937-04-12,1937-04-12,day,L3,L3,catalogue_only_online,login,accepted
domestic:SCU:democratic-league-situation-talk-1946-01-02,SCU,四川大学党史科研组公开汇编,高校/学术机构,公共数字化/学术/海外,B,汇编/出版物收录,汇编,official_history_page,1946-01-02,1946-01-02,1946-01-02,day,L2,L2,surrogate_online,open,accepted
domestic:WM:xinan-lianda-jiuzhi-1946-meng,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,2024,2024,2024,year,L3,L3,full_item_online,open,accepted
domestic:MM1941:outline-1946-beiyoudang-tewu-qinfeng-bao,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1946,1946,1946,year,L3,L3,catalogue_only_online,login,accepted
domestic:NLC:guangmingbao-1947-issue21-deng-chumin-middle-route,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-07-05,1947-07-05,1947-07-05,day,L1,L1,full_item_online,open,accepted
domestic:MM1941:outline-1944-1946-minmeng-zongbu-chongqing,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1944-1946,1944,1946,range,L3,L3,catalogue_only_online,login,accepted
domestic:FJ:zhongguo-minmengtongmeng-fujian-jianshi-2018,FJ,线装书局/民盟福建省委,出版社/民盟,政协/统一战线/官方媒体,B,其他/未分类,待定,other,2018-12,2018-12,2018-12,month,L2,L2,catalogue_only_online,open,accepted
domestic:WH:wenhuibao-1946-refuse-national-assembly-shanghai-1946-11-25,WH,《文汇报》(1938创刊),历史报刊,政协/统一战线/官方媒体,B,其他/未分类,待定,other,1946-11-25,1946-11-25,1946-11-25,day,L1,L1,surrogate_online,open,needs_human_review
domestic:NLC:guangmingbao-1947-issue13-plenum-clippings,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-01-18,1947-01-18,1947-01-18,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:1949-item-a11,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-29,1949-09-29,1949-09-29,day,L1,L1,surrogate_online,open,accepted
domestic:FRUS:1944-09-22-d445-sprouse-democratic-league-principles,FRUS,美国国务院 FRUS 外交档案(民盟项目组编),境外档案,公共数字化/学术/海外,A,汇编/出版物收录,汇编,book_or_assembly,1944-09-22,1944-09-22,1944-09-22,day,L2,L3,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue10,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-08-28,1946-08-28,1946-08-28,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:1949-09-30-01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:51koukou-p01-dde15-i3,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1948-08-01,1948-08-01,1948-08-01,day,L2,L2,full_item_online,open,accepted
domestic:MM1941:outline-1943-xibei-ju-ierkuozhang-huiyi,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1943,1943,1943,year,L3,L3,catalogue_only_online,login,accepted
domestic:SAAC:catalog-06-06_03,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-10-01,1949-10-01,1949-10-01,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1946-issue01,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-09-18,1946-09-18,1946-09-18,day,L1,L1,full_item_online,open,accepted
domestic:MMSH:guangmingbao-formation-editorial-1941,MMSH,民盟上海市委,民盟省市委,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1941-10-16,1941-10-16,1941-10-16,day,L4,L4,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue07,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-11-18,1946-11-18,1946-11-18,day,L1,L1,full_item_online,open,accepted
domestic:WM:1946-ship-huazhong-minjin-dongbei-jiefangqu,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1946,1946,1946,year,L2,L2,full_item_online,open,accepted
domestic:WM:taoxingzhi-heweigui-hengfu,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1940,1940,1940,year,L2,L2,full_item_online,open,accepted
domestic:QY:2011-zhongguo-minmeng-qishinian,QY,群言出版社(民盟中央直属),民盟系统出版机构,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,2011-05,2011-05,2011-05,month,L2,L2,catalogue_only_online,open,accepted
domestic:MMSH:web-political-cooperation,MMSH,民盟上海市委,民盟省市委,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,2024-10-12,2024-10-12,2024-10-12,day,L4,L4,full_item_online,open,accepted
domestic:SAAC:1949-item-a01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-25,1949-09-25,1949-09-25,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-1947-13,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-01-18,1947-01-18,1947-01-18,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-12-si-tan-guo-shi,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-01-08,1947-01-08,1947-01-08,day,L1,L1,full_item_online,open,accepted
domestic:MM1941:outline-1939-1950-sichuan-meng-biannian-shi,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1939-1950,1939,1950,range,L3,L3,catalogue_only_online,login,accepted
domestic:WM:1940s-luo-longji-portrait,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1940,1940,1940,year,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-issue22-one-year-war-result-lu,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-08-01,1947-08-01,1947-08-01,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue11-zhang-lan-shanghai-welcome-speech,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-09-13,1946-09-13,1946-09-13,day,L1,L1,full_item_online,open,accepted
domestic:QY:qunyan-chubanshe-meng-zhongyang,QY,群言出版社(民盟中央直属),民盟系统出版机构,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,2026,2026,2026,year,L2,L2,catalogue_only_online,open,accepted
domestic:MMYunnan:democracy-weekly-run-1944-1946,MMYunnan,民盟云南省委员会,民盟省市委,民盟自身与盟史,B,官方史志/官网二次叙述,二手,official_history_page,1944-12-09/1946-08-02,1944-12-09,1946-08-02,multi,L4,L4,catalogue_only_online,open,accepted
domestic:WM:1946-li-gongpu-yiguanzhong-highres,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1946,1946,1946,year,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-05-05_79,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-issue15-heavier-task-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-02-08,1947-02-08,1947-02-08,day,L1,L1,full_item_online,open,accepted
domestic:MJ:minj-gov-cn-history-1945-shanghai,MJ,民进中央委员会,民主党派系统,政协/统一战线/官方媒体,B,其他/未分类,待定,other,1945-12-30,1945-12-30,1945-12-30,day,L2,L2,full_item_online,open,accepted
domestic:SAAC:1949-index-c32,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-25,1949-09-25,1949-09-25,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1946-issue03,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-10-08,1946-10-08,1946-10-08,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-02-02_08,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-06-15,1949-06-15,1949-06-15,day,L1,L1,surrogate_online,open,accepted
domestic:MMHIST:li-gongpu-protest-1946-07-12,MMHIST,民盟中央文史资料委员会/马恩主义文库汇编,民盟系统,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1946-07-12,1946-07-12,1946-07-12,day,L2,L2,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-issue16-17-minmeng-situation-declaration,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-03-18,1947-03-18,1947-03-18,day,L1,L1,full_item_online,open,accepted
