page_id,document_id,doc_key,title,hit_type,page_label,page_url,text_length,text_excerpt,batch7_bucket,disposition_code,disposition_label,recommended_action,citation_eligible,reocr_priority,citation_ready,needs_human_review,review_status,ocr_engine,ocr_lines,image_path_resolved,image_exists,image_size_bytes,citation_ready_conflict,demote_citation_ready,priority_queue,audited_at
19914,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,568,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=568,113,最后讲话的曾琦先生也强调了政协的成功和各方互让精神。 时间已经到了七点半，话剧要上场。这一愉快兴奋的晚会就到此 结束，来宾们怀着欣喜转到抗建堂欣赏剧专公演的《红尘白璧》。 (原载1946年2月9日重庆新华日报) • 539 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0568.png,yes,68980,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19999,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,653,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=653,97,切努力克服困难，完成任务，以实现全国人民之愿望。今晨我方 召集所属工作人员，一再说服，嘱忍耐继续工作，静待处理，今 日仍去执行总部继续进行工作。 (原载1946年2月24日重庆新华日报) 624,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0653.png,yes,59723,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18726,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,2,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=2,90,53.25 中国民主同盟历史文献 1941—1949 中国民主同盟中央文史资料委员会编 *200146733* 中央社会主义学院 图书馆 ★藏书★ 赠 文史資科出版社 一九八三・四,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,11,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0002.png,yes,365789,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18763,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,39,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=39,101,十、在当前政务上亟应注意下列各项：（一）厉行后方节约运 动，切实改善前方待遇。（二）纠正各种行政上妨碍生产之措施， 以苏民困，并力谋民生之改善。（三）健全监察机关，切实为各种 行政上弊端之澄清。 2 Y,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0039.png,yes,224145,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18858,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,134,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=134,96,（六）关于联合政府的产生问题，民盟主张由政治协商会议 共同协议，成立联合政府，联合政府仍系临时性的，由联合政府 才能过渡到宪政的实施，因在联合政府中才能够监督进行公平的 选举。 • 104 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0134.png,yes,223334,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18862,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,138,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=138,86,章乃器 刘清扬 胡厥文 柳亚子 史良 李公朴 蒋匀田 周鲸文 杜国庠 廖国镇 郭沫若 冯乃超 陶行知 刘王立明 曹孟君 郭思明 甘祠森 黃墨涵 何公敢 侯外庐 35 108,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,22,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0138.png,yes,162201,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18878,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,154,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=154,96,执行之。在执行时，仍由该委员会负责监督考核之责，直至任务 完成为止。以上所陈，是否有当，敬请大会公决。 罗隆基 提案人张澜梁漱溟 张申府 黄炎培 沈钧儒 章伯钧 张东荪 张君励 • 124 ●,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,11,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0154.png,yes,227332,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18880,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,156,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=156,106,同盟提案中的整军计划委员会应为主体，而军事三人小组只 是做初步整编工作，可看为大工作中的一部分。其次，全国任何 党派的军队都要整编，不是只要一个党交出军队，也不应把其它 军队都看成就是国家的军队。 ● 126 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0156.png,yes,242226,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18891,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,167,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=167,85,和发展。所以主张应本联省精神，在中共领导区域试行，并从法 律上承认他，这样问题就能解决。这种解决办法，不仅对中共领 导区域，对整个国家的进步，都很有关系。 • 137 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,4,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0167.png,yes,208280,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18906,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,182,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=182,104,的官僚资本；(2)这种借款最好在联合政府成立后举行，因为联合 政府可以决定款项用途，可以制定预决算；（3）政府应组织一个 管理外债委员会，由各党各派代表及专家参加，以监督管理用途 而杜绝贪污。 • 152 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0182.png,yes,237779,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18937,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,213,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=213,97,证以后不得发生同类事件。 同时，本支部也正式向全国各界呼吁，请对我们上项的抗 议，一致予以有力的声援，并本着李先生的精神，为中国的和平 民主，继续奋斗，直至目的达到为止。 里 • 183 • 1,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,7,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0213.png,yes,203880,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18947,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,223,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=223,88,四、解决半年来各地的一切暴行血案。 关于政治方面 一、立刻停止全面内战，重开政治协商会议。 二、立即依照政协决议，改组政府，实行宪政。 三、立刻释放一切政治犯。 • 193 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0223.png,yes,209229,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18959,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,235,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=235,86,种机关不取消，民主同盟不参加政府”(本盟发言人谈话)。我们坚 持这一主张到底。我们更庄严地以此正告当前政府，这是顶起码 的一点，先把这点做到，然后再谈其它！ • 205 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,4,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0235.png,yes,195528,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18962,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,238,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=238,116,君均居首列，事后果一一如其所传不虚，据闻此外列名其间者， 尚有本同盟政协代表及各地负责者数人。并此提请政府注意为 幸。端此函陈，伫候覆教。顺颂政祺。 梁漱溟 张君励 黄炎培沈钧儒 章伯钧 同启 罗隆基 张申府 七月二十二日 208·,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,12,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0238.png,yes,260399,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18963,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,239,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=239,116,中国民主同盟总部秘书处紧急启事 (一九四六年八月五日) 近来发现湖北、浙江等地方有人假冒本同盟名义散送入盟志 愿书暨登记表格招收盟员情事，为此登报声明希各界人士审慎鉴 别勿堕骗局为幸。 中国民主同盟总部秘书处启 t. • 209 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,8,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0239.png,yes,277277,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18983,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,259,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=259,83,预，特此郑重声明，尚希政府注意，并裁夺见复为幸。专布敬请 政安 黄炎培 张东荪 沈钧儒 张君励 章伯钧 罗隆基 张申府 梁漱溟 一九四六年八月三十一日 • 229 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,12,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0259.png,yes,186294,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19043,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,319,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=319,106,们民主同盟更应该有这种信心。中国民主同盟从成立之日起就担 负了一个历史的使命，那就是争取中国的和平、团结、统一、民 主。我们就应把握住这个时机，以完成这个使命。我们的前途只 有成功，不会失败！ 1 • 289 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0319.png,yes,224732,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19078,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,354,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=354,81,帝国侵略主义应立即退出中国！中国人要解决中国问题。中国人 应以中国的民主和平，促进世界的民主和平。这是民盟的主张， 这亦是民盟今天努力的途径。谨此宣言！ 324。,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,4,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0354.png,yes,188074,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19081,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,357,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=357,100,政为职志，今既任行政院长，对调整朝野党派关系一事，不止权 有所属，实亦责有所归。如荷同意，本盟愿即推选代表与阁下晤 商。如何之处，敬候明教，端肃，敬颂勋安。 中国民主同盟主席 张澜谨启 • 327 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0357.png,yes,227436,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19132,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,408,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=408,100,十、制定保侨政策，维护海外华侨利益！ 十一、反对美国反动派的对华侵略政策！ 十二、一切真正爱好民主和平的国家和人民联合起来！ 十三、被压迫的民族联合起来，争取民族解放 十四、中国民主胜利万岁！ 378,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0408.png,yes,236679,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19203,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,479,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=479,104,的必然情势之下，实无异对全国老百姓之最残暴的掠夺。虽然国 民党蒋政府如此穷凶极恶，不顾一切的掠夺与挣扎，我们深信这 一举措不仅丝毫不能有补于其没落的命运，而且势必相反的更将 加速其整个的崩溃。 • 449 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0479.png,yes,245492,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19206,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,482,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=482,113,中国民主同盟电贺华北人民政府成立 (一九四八年九月五日) 华北人民政府各委员公鉴： 顷悉华北人民政府正式成立，解除华北人民束缚，树立未来 全国民主联合政权初基，殊堪庆幸。特电驰贺，并致敬礼。 中国民主同盟印申江 • 452 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,7,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0482.png,yes,264501,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19233,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,509,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=509,96,（二十四）现今美国驻华军事顾问团的开支。 所有以上美国官方承认的直接援助和美国在华驻军的用费， 总数已超过四十四亿美元，至于美国官方承认了项目，但未宣布 款额的，还未包括在内。 ● 479 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0509.png,yes,208670,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19258,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,534,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=534,109,谋。因为帝国主义者的策动调停，实际就是企图干涉中国内政。 但中国的事，只有中国人民自己有权来处理，任何外国的干涉， 我们是要坚决反对的。 本盟兹特吁请全国同胞，一致为实现真正持久的彻底的民主 的和平而坚决奋斗。 504,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0534.png,yes,246605,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19280,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,556,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=556,112,国民党革命委员会驻港办事处 中国人民救国会港九分会 中国农工民主党华南分会 中国致公党香港支部 中国国民党民主促进会港九总分会 中国民主促进会华南分会 中国国民党三民主义同志联合会香港分会 民主建国会香港分会 • 526 •,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,9,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0556.png,yes,265493,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19290,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,566,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=566,107,中国民主同盟总部临工会 致民盟主席张澜等脱险慰问电 (一九四九年五月三十日) 张主席表方并转努生、存初、茂荪、则沉诸同志： 上海解放，闻诸同志已脱险。特电慰问并盼电告近况。 盟总临工会全体同人 五月三十日 536•,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,8,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0566.png,yes,269721,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19294,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,570,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=570,90,中国民主同盟主席张澜复电 (一九四九年六月一日) 沈衡山、黄任之、章伯钧兄转民盟临工会公鉴： 各电敬悉。盟员中有数人遭难，弟等平安脱险。 澜、努、良、沉同叩 六月一日 • 540•,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,7,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0570.png,yes,212229,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19304,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,domestic_page_ocr,580,file://data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf#page=580,90,附录 毛主席和周恩来同志祝词 毛主席祝词 (一九四九年六月十六日) 团结起来 光明在望 庆祝光明日报出版 毛泽东 周恩来同志祝词 (一九四九年六月十六日) 光明之路 周恩来 550,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,13,work/domestic/month_20260728/pages/SRC-257bb7be70/images/page-0580.png,yes,244767,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
17625,1293,domestic-page/NLC416-01jh004281-12557,《民主同盟文獻》1946,domestic_page_ocr,13,file://data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf#page=13,82,十在當前政務上函應注寬下列各項一勵行後方節約運動切實改善前方待遇 察機關切實爲各稱行政上弊端之澄清。 二糾正各種行政上妨礙生產之措施以蘇民困井力牒民生之改善三健全監,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,3,work/domestic/month_20260728/pages/NLC416-01jh004281-12557/images/page-0013.png,yes,122052,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
17641,1293,domestic-page/NLC416-01jh004281-12557,《民主同盟文獻》1946,domestic_page_ocr,29,file://data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf#page=29,80,計與其空談還政於民何如實行與民合作以免自誤誤國之爲愈也邦人君子幸共圖之 詞以佈觀聽則不惟當前一切困難間題無從解決整個國家民族且有陷於分裂破碎之處爲國民黨 一21,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,3,work/domestic/month_20260728/pages/NLC416-01jh004281-12557/images/page-0029.png,yes,114764,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
17772,1293,domestic-page/NLC416-01jh004281-12557,《民主同盟文獻》1946,domestic_page_ocr,160,file://data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf#page=160,94,那無異破大局。 20。 共也不是反對民盟那是國民黨在政治上不肯讓步以求得交換之成功以遂其破壞政協之私圖 末了一句話根據以上說明國民黨必須儘量做讓共產黨放心的事若自己不肯在政治上讓步 152,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/NLC416-01jh004281-12557/images/page-0160.png,yes,129456,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
17802,1294,domestic-page/NLC511-027032013012333-19131,《民主同盟文獻》另一扫描本,domestic_page_ocr,14,file://data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf#page=14,83,十在當前政務上亟應注意下列各項一勵行後方節約運動切實改善前方待遇 察機關，切實爲各種行政上弊端之澄清。 二糾正各種行政上妨礙生產之措施以蘇民困井力謀民生之改善三健全監,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,3,work/domestic/month_20260728/pages/NLC511-027032013012333-19131/images/page-0014.png,yes,56020,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
17818,1294,domestic-page/NLC511-027032013012333-19131,《民主同盟文獻》另一扫描本,domestic_page_ocr,30,file://data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf#page=30,84,計與其空談還政於民何如實行與民合作以免自誤誤國之爲愈也邦人君子幸共圖之。 詞以佈觀聽則不惟當前一切困難問題無從解決整個國家民族且有陷於分裂破碎之虞。爲國民黨 2 21一,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,4,work/domestic/month_20260728/pages/NLC511-027032013012333-19131/images/page-0030.png,yes,55635,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
17949,1294,domestic-page/NLC511-027032013012333-19131,《民主同盟文獻》另一扫描本,domestic_page_ocr,161,file://data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf#page=161,97,那無異破壊大局。 假D。 共也不是反對民盟那是國民黨在政治上不肯讓步以求得交換之成功以遂其破壞政協之私圖 末了一句話根據以上說明國民黨必須儘量做讓共產黨放心的事若自己不肯在政治上讓步 152 j,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/NLC511-027032013012333-19131/images/page-0161.png,yes,60881,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
