event_id,event_year,event_date,event_title,event_summary,scope_type,scope_name,actors,tags,organizations,places,importance
798,1946,"October 9, 1946",围绕政协决议和政府改组的调处,更简要地说，可以这样表述：为避免全国性分裂，应无限期停止对张家口的进攻，以便召开三人小组、非正式五人小组和政治协商会议指导委员会，讨论停战以及政协决议的实施。 马歇尔将军：我会把这份八点清单交给政府，但我建议你自己向政府作出正式答复。,topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 北平接触,国民政府; 国民党; 中国共产党; 政治协商会议,北平; 南京; 上海,60
799,1946,"October 9, 1946",围绕政协决议和政府改组的调处,"兹将第二问及答复列于下： 问：是否如中央通讯社所称，国民党确实毫无保留地批准了政协决议？我们已了解政协决议在中央执行委员会（CEC，注23）内遭到强烈反对，但希望了解中共方面所谓""国民党的批准是有保留的""这一指控所依据的事实，并请尽力查明此种保留属何性质——是公开的还是隐秘的。 答：尽管国民党中央执行委员会在其二中全会（注24）休会后于3月16日发表的宣言中承诺国民党将""全力实现""政协协议，但非国",topic,马歇尔调处与民盟,马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国国务院; 行政院; 国民大会,南京; 重庆; 满洲; 成都,70
800,1946,"September 11, 1946","Minutes of Meeting Between General Marshall and General Chou En-lai at No. 5 Ning Hai Road, Nanking, September 11, 1946, 10:35 a.m.",马歇尔使团档案，Lot 54-D270〔文件83〕马歇尔将军与周恩来将军会谈纪要，南京宁海路5号，1946年9月11日上午10时35分。 你还有什么要补充的吗？ 马歇尔将军：目前我想不到有什么。,topic,马歇尔调处与民盟,周恩来; 马歇尔; 蒋介石,马歇尔调处,中国共产党,南京; 满洲,40
801,1946,"September 11, 1946","Minutes of Meeting Between General Marshall and General Chou En-lai at No. 5 Ning Hai Road, Nanking, September 11, 1946, 10:35 a.m.",你还应明白，在导致这项声明的全部过程中，我一直在努力寻找结束敌对行动的办法，换言之，寻找达成协议的基础。我费了很大力气才说服蒋介石推进司徒雷登小组立即组成国务委员会的方案。做到这一点后，我最近又遭遇或被困扰于一种指责，即共产党并不愿意这样做。因此，我不得不反驳这种论点。 你已经向我解释了你为何对推进司徒雷登小组有所犹豫，我也了解你的理由。但事实仍然是，在我努力寻找结束敌对行动基础的过程中，你们的这,topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处,中国共产党,南京,45
802,1946,"September 11, 1946",围绕政协决议和政府改组的调处,马歇尔将军：这几乎就是他所说的原话，我自己也不太理解。 马歇尔将军：据我理解，你又回到了6月30日的僵局，而我一直试图打破这个僵局。,topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 行政院; 国民大会,北平; 南京; 上海; 延安; 满洲,75
803,1946,"September 12, 1946",围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270［文件86］马歇尔将军与司徒雷登博士会谈纪要，南京宁海路5号，1946年9月12日晚7时。 司徒雷登博士说，他此次来访的目的，是向马歇尔将军通报当天午后同周将军会谈的结果。,topic,马歇尔调处与民盟,罗隆基; 周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处,中国共产党; 政治协商会议; 行政院,南京,25
804,1949,"September 14, 1949",围绕政协决议和政府改组的调处,00/9-1449［文件1463］驻北平总领事柯乐博致国务卿。 北平，1949年9月14日。,topic,马歇尔调处与民盟,马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 北平接触; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国国务院; 美国驻北平总领事馆; 国民大会,北平,70
805,1946,"September 18, 1946","Minutes of Meeting Between General Marshall and General C. P. Lee at No. 5 Ning Hai Road, Nanking, September 18, 1946, Noon",马歇尔使团档案，Lot 54-D270［文件97］马歇尔将军与 C. 马歇尔将军说，他不十分理解共产党为什么拖延司徒雷登博士小组的工作。,topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 联合政府; 民盟,中国民主同盟; 中国共产党; 青年党,南京; 满洲,55
806,1946,"September 18, 1946","Minutes of Meeting Between General Marshall and General C. P. Lee at No. 5 Ning Hai Road, Nanking, September 18, 1946, Noon",随后，李振翩将军向马歇尔将军提交一份备忘录，建议设立一个委员会，讨论和平谈判成功或失败所需的准备工作。 马歇尔将军评论说，如果能组织一批无党派人士来讨论备忘录中的各项要点，会更好。,topic,马歇尔调处与民盟,马歇尔; 司徒雷登,马歇尔调处; 民盟,中国民主同盟; 中国共产党,南京; 满洲,60
807,1946,"September 19, 1946",围绕政协决议和政府改组的调处,该译文的副本，只有细微差异，最近已送交南京的马歇尔将军和司徒雷登大使。 民主同盟、第三党和其他小党派代表以及无党派成员完成了宪法草案；随附文件即为该草案译文。,topic,马歇尔调处与民盟,马歇尔; 司徒雷登,政协; 马歇尔调处; 第三方面; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国国务院; 美国驻上海总领事馆; 行政院; 国民大会,南京; 上海,50
808,1946,"September 20, 1946","Notes on Meeting Between General Marshall and Dr. Stuart at No. 5 Ning Hai Road, Nanking, September 20, 1946, 10:45 a.m.",马歇尔使团档案，Lot 54–D270 [文件105] 马歇尔将军与司徒雷登博士会谈纪要 地点：南京宁海路5号 时间：1946年9月20日上午10时45分 马歇尔将军向司徒雷登博士展示了一份备忘录副本（OSE 446 80），该备忘录是他应王炳南先生请求，就周恩来将军关于早日召开三人小组会议的备忘录所撰写的书面答复。 马歇尔将军表示，他只能猜测王先生的具体意图，尽管他怀疑对方可能意在用于新闻发布，,topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登,马歇尔调处,中国共产党,南京,20
809,1946,"September 20, 1946","Notes on Meeting Between General Marshall and Dr. Stuart at No. 5 Ning Hai Road, Nanking, September 20, 1946, 10:45 a.m.",司徒雷登博士告诉马歇尔将军，周恩来将军在上海发表新闻稿，称如果三人委员会不召开，他将公布过去各次会议纪要。 马歇尔将军说，他认为，如果这一行动发生，那将是周将军试图把谈判失败责任归咎于政府。,topic,马歇尔调处与民盟,张君劢; 周恩来; 马歇尔; 司徒雷登,马歇尔调处; 民盟,中国民主同盟; 国民党; 中国共产党,南京; 上海,40
810,1946,"September 22, 1946","Notes on Meeting Between General Marshall and Mr. “Wang Ping-nan at General Marshall’s Residence, Nanking, September 22, 1946, 9:45 a.m.",马歇尔使团档案，Lot 54-D270〔文件108〕 马歇尔将军与王炳南先生会谈记录 南京，马歇尔将军官邸，1946年9月22日上午9时45分。 王炳南先生带来周恩来将军致马歇尔将军的一份备忘录；该备忘录今天上午刚收到，并附有立即送交的指示。,topic,马歇尔调处与民盟,周恩来; 马歇尔,马歇尔调处,,南京,20
811,1946,"September 22, 1946","Notes on Meeting Between General Marshall and Mr. “Wang Ping-nan at General Marshall’s Residence, Nanking, September 22, 1946, 9:45 a.m.","马歇尔将军答复说,三者委员会会议的筹备通常涉及与政府和共产党代表进行个别讨论,以确保达成协议的合理可能性。 目前,马歇尔将军看不出达成这种协议的可能性。",topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 中国共产党; 美国国务院,南京,40
812,1946,"September 23, 1946",General Marshall to President Truman,马歇尔使团档案，第54-D270卷：电报〔文件109〕 马歇尔将军致杜鲁门总统 〔南京，〕1946年9月23日。 民主同盟一直同共产党结盟；其拟派代表加上共产党人在国民政府委员会中可能构成否决力量。,topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 国民政府; 中国共产党; 美国国务院; 国民大会,南京; 上海; 牯岭,55
813,1946,"September 23, 1946",General Marshall to President Truman,马歇尔 注86：副本由陆军部于9月24日转送副国务卿。,topic,马歇尔调处与民盟,马歇尔; 司徒雷登,马歇尔调处,美国国务院,,45
814,1946,"September 23, 1946","Minutes of Meeting Between General Marshall and General Yu Ta-wei at No. 5 Ning Hai Road, Nanking, September 23, 1946, 10 a.m.",马歇尔使团档案，Lot 54-D270［文件110］马歇尔将军与俞大维将军会谈纪要，南京宁海路5号，1946年9月23日上午10时。 俞大维将军开场问马歇尔将军，他认为共产党阻止五人委员会开会的目的是什么。,topic,马歇尔调处与民盟,周恩来; 马歇尔; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 国民政府; 中国共产党,南京; 延安,35
815,1946,"September 29, 1946",The Ambassador in China (Stuart) to the Secretary of State,这封信是邀请周恩来返回南京，实际上也由马歇尔将军签署。 王补充说，如进行政府改组，共产党和民主同盟应在国务委员会中至少取得十四席，以确保否决权。,topic,马歇尔调处与民盟,周恩来; 马歇尔; 司徒雷登,马歇尔调处; 民盟,中国民主同盟; 中国共产党; 美国国务院,南京; 上海,35
816,1946,1946,第三方面在国共之间寻求政治空间,” 第三方面发言人批评他们所称“违反政协决议和程序”的做法，并列举如下：（1）委员长提出为少数党派保留国民大会席位；（2）尚未完成的宪法草案将提交国民大会，这违反了政协程序；该程序要求完成后的草案先提交讨论并获得通过；（3）宪法本身应规定其修正办法。 民主同盟发言人罗隆基说：“声明谈到六个月后修改宪法。,topic,第三方面与中间路线,罗隆基; 司徒雷登; 蒋介石,政协; 马歇尔调处; 第三方面; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 美国国务院; 国民大会,南京,80
817,1946,1946 (undated),北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件37〕 中华民国临时政府组织章程 未注明日期 第一条。 委员中九名由总统根据国民党提名任命，六名根据共产党提名任命，一名根据民主同盟提名任命，一名根据青年党提名任命，三名由总统从共和国无党籍杰出公民中自行任命。,topic,第三方面与中间路线,马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 国民大会,北平; 天津,70
818,1946,1946-01-11,第三方面在国共之间寻求政治空间,** **希腊组建联合政府** 会议——即政治协商会议——的主要任务将是试图调和两大主要政党——中国国民党与中国共产党——之间的分歧，并解决其他重大的国家问题。 会议共有38名代表，其中包括：国民党代表八名，共产党代表七名，青年党代表五名，中国民主同盟代表九名，以及无党派社会贤达九名。,topic,第三方面与中间路线,罗隆基; 张澜; 梁漱溟; 沈钧儒; 黄炎培; 章伯钧; 张君劢; 张东荪,政协; 第三方面; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 政治协商会议,重庆; 延安,65
819,1946,1946-10-22,第三方面在国共之间寻求政治空间,国民党与中共条件差距过大 第三方面调解人认为，目前国民政府与中共的条件差距过大，担心在此基础上的谈判将毫无希望且旷日持久。 第三方面成员在赴南京前拟定了四项原则，要求：（1）下达停火令；（2）各战线就地停止敌对行动；（3）由政治协商会议成员组成停战小组，监督并安排停火；（4）政府改组问题原则上解决后，所有党派共同参与。,topic,第三方面与中间路线,,政协; 马歇尔调处; 第三方面,国民政府; 国民党; 中国共产党; 政治协商会议,南京; 香港,40
820,1946,1946-10-30,北平接触与民盟人士沟通,北平执行部国民党方面参谋长戴文池将军否认了上海所刊报道，该报道称杜聿明将军所部已发起对大连的攻势。 他们指出，若国民党方面已发动针对大连的攻势，则位于鞍山的执行部战地小组——该小组是距离大连最近的此类机构——理应已向北平总部报告。,topic,第三方面与中间路线,马歇尔; 蒋介石,马歇尔调处; 第三方面; 北平接触,国民政府; 国民党; 中国共产党; 国民大会,北平; 南京; 上海; 香港; 延安; 满洲,40
821,1946,1946-11-12,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270〔文件271〕 哈特·考吉上校致马歇尔将军 〔南京〕1946年11月12日。 由张君劢博士领导的民主同盟一组，以及由黄炎培先生领导的一组，大概也会参加；其想法是，他们将以个人身份签名，而不是代表民主同盟。,topic,第三方面与中间路线,黄炎培; 张君劢; 周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,中国民主同盟; 中国共产党; 青年党; 政治协商会议; 国民大会,南京; 延安,70
822,1946,1946-11-26,北平接触与民盟人士沟通,据可靠消息来源称，中华全国总工会主席朱学范……在国际劳工组织会议上的报告……严重受伤……朱先生于周日遭遇交通事故，身受重伤……该代表团目前正在上海，迄今已访问了九个重要城市，包括天津…… **（合众社）** 北平，11月25日电。 ……从满洲撤回的执行总部战地小组乘坐12架飞机抵达北平。,topic,第三方面与中间路线,罗隆基; 张君劢,第三方面; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 民主社会党; 国民大会,北平; 南京; 上海; 延安; 满洲; 天津; 华盛顿,65
823,1946,1946/10/24 ~ 1946/10/24,第三方面在国共之间寻求政治空间,皮宗敢电周宏涛转蒋中正闻中共与第三方面商谈政治方面中共民盟必争取府委十四席等七点及军事方面军队驻地与地方政权问题之解决等三点,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 中国共产党,,20
824,1946,1946/10/24 ~ 1946/10/24,第三方面在国共之间寻求政治空间,皮宗敢电周宏涛转蒋中正据傅泾波告生第三方面向彼称中共与第三方面商谈内容为中共民盟争取府委十四席与国大增额等七项及军队驻地与地方政权问题解决等三项,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 中国共产党,,20
825,1946,1946/10/25 ~ 1946/10/25,第三方面在国共之间寻求政治空间,皮宗敢电周宏涛转蒋中正闻马歇尔司徒雷登接见罗隆基等提出第三方面应注意政府改组及国大诸问题与整军方案暨中共愿接受钧座所提八原则等谈话内容,topic,第三方面与中间路线,罗隆基; 马歇尔; 司徒雷登,马歇尔调处; 第三方面,中国共产党,,15
826,1946,1946/10/25 ~ 1946/10/25,第三方面在国共之间寻求政治空间,皮宗敢电周宏涛转蒋中正晤司徒雷登谓今日马与司徒接见第三方面罗隆基李璜等谓现阶段应集中讨论实行整军方案办法及罗等称中共有接受八项原则之可能等,topic,第三方面与中间路线,罗隆基; 司徒雷登,第三方面,中国共产党,,15
827,1946,1946/10/31 ~ 1946/10/31,第三方面在国共之间寻求政治空间,蒋中正接孙科吴铁城等呈第三方面主张由政府中共等武方面各推二人举行非正式事综合商谈之建议及接陈布雷报告与第三方面人士会谈情形黄炎培梁漱溟等之表示似尚欲政府再作让步行政院即随同国…,topic,第三方面与中间路线,梁漱溟; 黄炎培,第三方面,中国共产党; 行政院,,5
828,1947,1947-01-28,第三方面在国共之间寻求政治空间,**情报报告** 编号：6371 国家：中国 日期：1947年1月28日 主题：政治情报：华南民主同盟反美活动，香港 页数：1 附件：无 副本：J. Pappary）副本 以香港为活动基地的华南民主同盟总部，已加入要求美国军队撤出中国的呼声行列。,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 中国共产党,上海; 香港,60
829,1947,1947-04-14,第三方面在国共之间寻求政治空间,抱歉，您提供的文本片段内容较为杂乱，包含大量OCR识别错误、无关广告、残缺字符以及与中国近代史（尤其是中国民主同盟）无关的新闻（如英国工党、巴拉圭局势、美国政治人物华莱士的言论等）。 根据您设定的任务要求，我需专注于翻译1946-1947年香港英文报纸中关于中国政情及中国民主同盟的报道。,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟,香港,40
830,1947,1947-06-05,第三方面在国共之间寻求政治空间,**政府行动挫败中共“精心策划的危险阴谋”** 南京，6月3日（中央社电）——国民政府新闻局局长董显光博士今日宣称，当局于6月2日采取果断行动，挫败了中共一个“精心策划的危险阴谋”。 董显光指出：“第三，地方当局迅速采取行动，清除了中共特务及其知情或不知情的合作者。” 英国自由党议会领袖克莱门特·戴维斯先生表示，时间所剩无几，应尽快采取相应措施。 其他中国方面的报道承认，中共以五个师的兵力进攻上述,topic,第三方面与中间路线,蒋介石,第三方面,国民政府; 中国共产党,南京; 沈阳,25
831,1947,1947-06-19,北平接触与民盟人士沟通,**（本报特派记者）北平，6月18日电** 冀东地区已持续一周的共军攻势，在国民党军有效反制措施面前正显颓势。 蒋介石委员长北平行辕参谋长王鸿韶将军今日表示，此次共军行动——与共军在满洲的攻势同步——旨在扩大其控制区域，以便与从鲁北撤退的共军部队会合。,topic,第三方面与中间路线,蒋介石,第三方面; 北平接触,国民党; 中国共产党,北平; 南京; 满洲; 天津,40
832,1947,1947-07-19,第三方面在国共之间寻求政治空间,"Page Two _ Thivteen, Bion. Dollar - Appro- "" pialion’, : Pave Three Communist Deputies State Council frate, age Four. Shipnitiye D Disauter, Page Pive' Can't Afford Decision, Page Sie > Lending, ‘Arti",topic,第三方面与中间路线,,第三方面; 联合政府,,香港,5
833,1947,1947-07-26,第三方面在国共之间寻求政治空间,去年三月底至四月初，中国民主同盟介入调处，提议在满洲建立民主联合政府。 中央政府反对此议，坚称必须先由国军占领满洲，方可建立联合政府。,topic,第三方面与中间路线,张君劢; 周恩来; 蒋介石,政协; 马歇尔调处; 第三方面; 联合政府; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 民主社会党; 政治协商会议; 美国驻上海总领事馆; 行政院; 国民大会,南京; 重庆; 上海; 满洲,75
834,1947,1947-08-29,第三方面在国共之间寻求政治空间,**“第三方面”运动** **阵营中的不安** **“第三方面”的出现** 目前，美国国内的高就业率、高昂的农产品价格以及民众“遏制共产主义”的普遍愿望，已阻碍了任何潜在的“第三方面”运动。 而在早先“第三方面”运动曾获得力量的三个领域，情况则相反。,topic,第三方面与中间路线,,第三方面,,上海; 香港,25
835,1947,1947-11-01,围绕政协决议和政府改组的调处,1947年11月1日 中国上海霞飞路646号 美国华盛顿特区 国务院 国务卿 马歇尔先生阁下 亲爱的马歇尔先生： 我至今仍清晰记得去年和平谈判期间我们之间的密切合作。 我首先想向您强调的一点是：只要国民党不愿真正承认联合政府，那么仅仅组建一个联合政府是不够的。,topic,第三方面与中间路线,张君劢; 马歇尔,政协; 马歇尔调处; 第三方面; 联合政府; 民盟,中国民主同盟; 国民政府; 国民党; 青年党; 民主社会党; 政治协商会议; 美国国务院,上海; 华盛顿,75
836,1947,1947-12-23,第三方面在国共之间寻求政治空间,**（其他无关内容略）** ……中央政府取缔中国民主同盟等行为，以及那些严重表明缺乏明确、公正法治的行为，正是当今对保障人权与臣民自由之存在的确认。,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党,南京; 沈阳; 满洲,40
837,1947,1947-12-31,北平接触与民盟人士沟通,北平方面，共产党军队在中条山地区包围了……与此同时，共产党方面始于一周多前的第七次攻势仍在满洲地区激烈进行，他们似乎已占领了沈阳。 - 地名“Manchuria”译为“满洲”；“Peiping”译为“北平”；“Mukden”译为“沈阳”。,topic,第三方面与中间路线,,第三方面; 北平接触; 民盟,中国民主同盟; 中国共产党,北平; 香港; 沈阳; 满洲,55
838,1948,1948-01-06,北平接触与民盟人士沟通,盘踞此段铁路的共军，在遭到一支自北平南下的国民党纵队与另一支自（某地）北上的部队夹击时，向西逃窜。 据抵达上海的通常可靠的中国消息来源称，共军正在数个区域进行相当规模的调动，尤其是在长春周围以及满洲西南部北平至沈阳铁路的两侧。,topic,第三方面与中间路线,蒋介石,政协; 第三方面; 北平接触; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 国民大会,北平; 南京; 上海; 香港; 沈阳; 满洲,55
839,1948,1948-03-05,第三方面在国共之间寻求政治空间,"Henry Wallace's Third Party, | -The ‘board ‘announced its political objective of forming a “genuine” third party ‘aft presidential . election next ‘November. It sald Mr. Wallace represents a pelea ny ",topic,第三方面与中间路线,,第三方面,中国共产党,,5
840,1948,1948-04-23,第三方面在国共之间寻求政治空间,根据抵达此间的独立电讯报道，由彭德怀将军率领的共产党军队今日正开进延安。此前，国民政府已从这座位于陕北的前“红色首都”实施“战略性”撤退。 此间尚未获得关于此事的进一步细节。 一位发言人表示：“我们将在共产党控制区及内战地区继续开展工作。” 亲政府的电讯报道称，延安驻军的大部分正向南推进，前往六十英里外的洛川。该城在过去十一天里一直处于共产党的围困之下。 与此同时，据报在山西北部，政府军即将失去另,topic,第三方面与中间路线,,第三方面,国民政府; 中国共产党,延安,25
841,1948,1948-05-19,第三方面在国共之间寻求政治空间,**民主同盟成员提出抗议** 中国民主同盟（民盟）昨日在香港披露，该盟两位主要领导成员……（原文残缺） 上图所示为新人与他们的随从站立于国民党高级官员王龄渠先生面前，由王先生主持婚礼。 ……第三方面总统候选人致苏联总理的信函…… 一场针对所有反共、反俄分子的“残酷”清洗已通过惯常手段实施。,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 国民党; 中国共产党,香港,60
842,1948,1948-07-22,第三方面在国共之间寻求政治空间,抱歉，您提供的文本内容主要是关于南斯拉夫、美国共产党、日本、法国等国际新闻的报道，并未涉及中国民主同盟或1946-1949年中国政情的相关内容。 根据您的要求，我仅负责翻译与中国民主同盟及中国近代史相关的香港英文报纸片段。,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 中国共产党,香港,20
843,1948,1948-08-30,第三方面在国共之间寻求政治空间,** 希望这次，如果预言——如果罗隆基失败——作者可能会被贴上“共产党特务”的标签。 该报告声称，毛泽东、中共军队总司令朱德将军、以及洛阳前线指挥官陈赓将军，于本月初举行了一次会议，研究了将洛阳设为“民主联合政府”所在地的可行性。,topic,第三方面与中间路线,罗隆基,第三方面; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党,香港; 满洲,50
844,1948,1948-12-02,第三方面在国共之间寻求政治空间,拉铁摩尔先生预测中国将成立联合政府。 将美国在华行动与日本以往在华军事记录相提并论，中国民主同盟昨日警告美国人民注意其政府行为可能带来的后果。,topic,第三方面与中间路线,马歇尔; 蒋介石,马歇尔调处; 第三方面; 联合政府; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国驻上海总领事馆,南京; 上海,40
845,1949,1949-01-17,北平接触与民盟人士沟通,**华北和平促进会** 与此同时，在加强城墙内外防御的同时，据报道，各公共团体已自行组织成“华北人民和平促进会”，并邀请知名社会领袖及自由派人士，包括被取缔的中国民主同盟成员及各大院校校长，组成一个委员会，向共产党当局请求在华北立即停火。 ——路透社 **共产党于周六获得面粉和小麦供应** 这可能意味着在共产党威胁下的北平，粮食配给制的崩溃，除非能迅速组织起陆路供应系统，美国经济合作署中国项目主任,topic,第三方面与中间路线,张君劢; 蒋介石,马歇尔调处; 北平接触; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 民主社会党,北平; 香港; 天津; 华盛顿,55
846,1949,1949-02-04,北平接触与民盟人士沟通,国民党也无力独立组织联合政府。 我们知道，前驻苏联大使颜惠庆打算来北平就上海问题的和平解决进行谈判。,topic,第三方面与中间路线,蒋介石,政协; 第三方面; 北平接触; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议,北平; 上海,75
847,1949,1949-06-03,第三方面在国共之间寻求政治空间,在广东，一位发言人今日表示，政府正严肃关注有关其他国家正在讨论承认中共的报道。 政府可能希望没有任何国家会承认中共政权，也没有任何国家集团能够就中国问题达成共同行动方针。 立法院周一拒绝批准国民党核心圈内年迈的成员居正，其资格审查委员会以决定性投票将其否决。 （中共）接受了中共提出的24项和平条件 （报道）以南京西南145英里处为例，说明如果战争继续，中共将会采取何种行动。 负责军事重组谈判的代表,topic,第三方面与中间路线,周恩来,第三方面,国民党; 中国共产党,南京; 香港,25
848,1950,1950-01-20,昆明暗杀事件引发的政治压力与外交关注,**中共决定承认越南民主共和国** 昨晚在此间收听到的北平电台广播宣布，中共政府已决定承认胡志明博士在越南的越南民主共和国（Vietminh Republic）。,topic,第三方面与中间路线,蒋介石,昆明暗杀; 第三方面; 北平接触,国民党; 中国共产党; 美国国务院,昆明; 北平; 香港; 延安; 满洲; 华盛顿,20
849,1950,1950-03-21,第三方面在国共之间寻求政治空间,抱歉，您提供的文本片段中，大部分内容（如香港强制第三者保险、比利时政局、美国海军在越南的动向、华盛顿关于美国船只被扣的声明、意大利特尔尼冲突等）与**中国近代史（1946-1949）** 或**中国民主同盟**无关，属于其他地区或时期的新闻。,topic,第三方面与中间路线,,第三方面; 联合政府; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国国务院,上海; 香港; 华盛顿,20
850,1950,1950-03-22,北平接触与民盟人士沟通,**旧金山，3月21日**——据新华社今晚广播，挪威代表芬·科伦先生已抵达北平，就两国建立外交关系事宜与中华人民共和国中央人民政府进行谈判。 科伦先生于今晨乘火车抵达中共首都，受到……（下文残缺） **旧金山，3月21日**——据北平电台今晚报道，满洲地区的中共军队目前正在思考如何在乡村或城市中“将紧张的军事训练与生产工作最佳地结合起来”。,topic,第三方面与中间路线,,第三方面; 北平接触; 民盟,中国民主同盟; 中国共产党; 美国国务院,北平; 香港; 满洲,35
851,1950,1950-03-23,第三方面在国共之间寻求政治空间,纽约，3月22日 前被蒋介石罢免中华民国代总统职务的李宗仁将军昨日对报界表示，他打算在六个月内返回中国大陆，在其家乡广西省及邻近省份统率超过五十万武装抵抗战士。 李将军称，他将无视台湾，集中精力将大陆上前国民党军队及自发抵抗团体组织成一支协同作战力量，以推翻中国共产党及蒋介石的“国民党独裁统治”。这位前代总统…… 麦卡锡参议员要求艾奇逊查明英国是否向俄国人出售了“任何会增强共产党经济实力或战争潜力,topic,第三方面与中间路线,蒋介石,第三方面,国民党; 中国共产党,上海; 香港,5
852,1950,1950-05-15,第三方面在国共之间寻求政治空间,"**（译文）** **共产党威胁，危险重重。** **舒曼计划或催生第三势力以终结冷战** 中立主义者视其为本质上终结冷战的一种手段，一种创造独立于美苏两国的国际""第三势力""的方法。 希腊政府消息人士报告称，来自保加利亚的共产党游击队袭击了边境村庄。——路透社 伦敦，5月14日。——据新华社今日引用的军方公报，中共军队在攻占海南岛的过程中，击毙或击伤国民党军5,416人，俘虏23,805人。——路",topic,第三方面与中间路线,,第三方面,国民党; 中国共产党; 美国国务院,香港,5
853,1950,1950-06-23,第三方面在国共之间寻求政治空间,**汕头港仍被列为远洋贸易禁港，直至航道确认已清理完毕。** 此举意义重大，因为香港与中共控制区之间贸易关系出现明确改善的前景令人鼓舞，而开辟殖民地与上海之间的开放航线，将是一笔可观的资产。两艘英国商船在北方的经历…… ……中共官员的处置，无疑是来自北京的指令所致。中国许多地区的经济困境、大城市日益严重的失业问题（这阻碍了宣传工作的进展与成效），以及原材料的严重短缺，近期已促使北京领导人暂停脚步，,topic,第三方面与中间路线,,第三方面,中国共产党; 美国国务院,北平; 上海; 香港,5
854,1950,1950-07-04,第三方面在国共之间寻求政治空间,根据您提供的OCR文本片段，其中包含大量与1946-1947年中国民主同盟无关的、且明显属于1950年代朝鲜战争时期的内容（如“Communist North Korea”、“President Truman”等）。 这些内容与您指定的翻译任务（1946-1949香港英文报纸对中国政情及民盟的报道）在时间、主题和背景上严重不符。,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 中国共产党,北平; 香港; 沈阳,20
855,1950,1950-08-31,第三方面在国共之间寻求政治空间,抱歉，您提供的文本片段主要涉及朝鲜战争（1950年）的相关报道，而非1946-1949年香港英文报纸关于中国民主同盟的史料。 请提供符合1946-1949年时段且涉及中国政情或中国民主同盟的OCR文本片段，我将严格遵循您的术语表和格式规范进行学术级中文翻译。,topic,第三方面与中间路线,,第三方面; 民盟,中国民主同盟; 中国共产党,香港,20
