id,scope_type,scope_slug,scope_name,page_id,event_date,event_year,event_title,event_summary,actors,tags,places,organizations,importance
1172,topic,peiping-1949,1949 年北平接触,148,"July 26, 1946",1946,昆明暗杀事件引发的政治压力与外交关注,罗博士认为，民主同盟不可能派一名有影响力的成员去昆明调查，因为此人很可能得不到任何保护，并且除非作为联合委员会成员，否则肯定没有任何权威。 罗博士此时紧急把此事提请马歇尔将军注意，主要目的在于说服马歇尔在牯岭期间同委员长提出此事。,罗隆基; 马歇尔; 蒋介石,昆明暗杀; 马歇尔调处; 民盟,昆明; 南京; 牯岭,中国民主同盟; 美国国务院,85
1173,topic,peiping-1949,1949 年北平接触,403,"July 27, 1949",1949,The Consul at Shanghai (McConaughy) to the Secretary of State,若届时仍无进展，我计划今天傍晚通过民主同盟中间人另试一种途径。,,民盟,南京; 上海,中国民主同盟; 美国国务院,35
1174,topic,peiping-1949,1949 年北平接触,397,"July 29, 1949",1949,北平接触与民盟人士沟通,"00/7-2949:电讯[962号文件] 驻北平总领事(柯乐博)致国务卿北平,1949年7月29日——下午5时[收到7月29日——下午2时59分]1263. 注意罗隆基的领先问题(参见总领事馆电 1195, July 19 [20]) 40.",罗隆基; 周恩来,北平接触,北平; 南京; 沈阳; 华盛顿,中国共产党; 美国国务院; 美国驻北平总领事馆,25
1175,topic,peiping-1949,1949 年北平接触,404,"July 29, 1949",1949,北平接触与民盟人士沟通,［致北平：］上海总领馆今晨被前海军雇员闯入，这些人拒绝离开，直到其要求得到解决（见上海7月29日致北平第227号电）；他们使用力量阻止人员进出总领馆大楼。 发北平第306号，并转国务院第1651号、上海第918号。,张东荪; 周恩来; 司徒雷登,北平接触; 民盟,北平; 南京; 上海,中国民主同盟; 中国共产党; 美国国务院,50
1176,topic,peiping-1949,1949 年北平接触,402,"July 3, 1949",1949,北平接触与民盟人士沟通,蔡斯（注81）和托马斯（注82）于星期四晚上与民主同盟领导人韩明进行了一次有意义的谈话；协助安排此次会面的阿莫斯·王先生也参加了。 韩明（与范宣德、斯普鲁斯、弗里曼等外交官战时有过愉快交往，注83、84、85）显然属于民盟内部的亲美温和派；该派系包括罗隆基、张东荪和叶笃义。,罗隆基; 张东荪,北平接触; 民盟,北平; 南京; 上海,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻华使馆; 美国驻上海总领事馆,80
1177,topic,peiping-1949,1949 年北平接触,149,"July 30, 1946",1946,昆明暗杀事件引发的政治压力与外交关注,马歇尔使团档案，第54-D270卷：电报〔文件716〕 马歇尔将军致杜鲁门总统 〔南京，〕1946年7月30日。 与此同时，民主同盟两名大学教授在昆明被暗杀，以及上海同类人士遭秘密警察严密监视，引起极大震动，并使自由派人士产生一种感觉：政府正在采用恐怖手段镇压任何口头或文字形式的反对意见。,周恩来; 马歇尔; 司徒雷登; 蒋介石,昆明暗杀; 马歇尔调处; 第三方面; 北平接触; 联合政府; 民盟,昆明; 北平; 南京; 上海; 满洲; 天津; 牯岭,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国国务院,70
1178,topic,peiping-1949,1949 年北平接触,405,"July 30, 1949",1949,北平接触与民盟人士沟通,蔡斯通过民主同盟成员韩明，成功把有关此案的备忘录和信件送到章汉夫面前。 请国务院转北平232号、海军作战部长和西太平洋海军司令。,,北平接触; 民盟,北平; 南京; 上海; 华盛顿,中国民主同盟; 美国国务院,70
1179,topic,peiping-1949,1949 年北平接触,150,"July 31, 1946",1946,昆明暗杀事件引发的政治压力与外交关注,马歇尔使团档案，Lot 54–D270 [文件718] 马歇尔将军与俞大维将军会谈记录 南京宁海路5号，1946年7月31日下午6时45分 南京，1946年7月31日下午6时45分。 俞大维将军首先询问马歇尔将军上次牯岭之行与委员长会谈的结果。,罗隆基; 张君劢; 马歇尔; 司徒雷登; 蒋介石,昆明暗杀; 马歇尔调处; 第三方面; 北平接触,北平; 南京; 满洲; 牯岭,国民党; 中国共产党,25
1180,topic,peiping-1949,1949 年北平接触,299,"July 5, 1947",1947,北平接触与民盟人士沟通,先生：我谨随函附上北平7月1日第25号报告的蓝晒副本，供国务院参考。 此外，对于北平领事在该报告第一段提到的第二个消息来源所寄予的信任，本馆并不认同。,司徒雷登; 蒋介石,第三方面; 北平接触,北平; 南京,美国国务院,55
1181,topic,peiping-1949,1949 年北平接触,300,"July 5, 1947",1947,北平接触与民盟人士沟通,"[附录] 驻北平领事(弗里曼)驻华大使(司徒雷登)第25号 1947年7月1日 北平. 先生:我荣幸地提及最近的报告,这些报道无疑已引起大使馆的注意,报告在中国成立第三党的运动,并报告在北平这一运动的发展情况。",司徒雷登; 蒋介石,第三方面; 北平接触; 联合政府; 民盟,昆明; 北平; 南京; 上海; 香港,中国民主同盟; 国民党; 中国共产党,75
1182,topic,peiping-1949,1949 年北平接触,22,"July 6, 1945",1945,第三方面在国共之间寻求政治空间,（这些据称曾为冯将军旧部者包括：驻冀南、豫北的第二方面军总司令孙良诚将军；驻山东的第三方面军总司令吴化文将军；驻苏北的第四方面军总司令郝鹏举将军；驻豫北的第五方面军总司令庞炳勋将军；以及驻河南郑县以东陇海铁路两侧的第二集团军总司令张兰峰（非张澜）将军。,张澜; 蒋介石,第三方面,北平; 重庆; 满洲; 天津,国民党; 美国国务院; 美国驻华使馆,10
1183,topic,peiping-1949,1949 年北平接触,129,"July 8, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件648〕 马歇尔将军与周恩来将军会谈纪要 南京，宁海路5号，1946年7月8日下午4时。 马歇尔将军：我从电话中得知，为解决地方民政问题而举行的会议几乎没有取得什么成果。,周恩来; 马歇尔,马歇尔调处; 北平接触,北平; 南京,国民政府; 国民党; 中国共产党,55
1184,topic,peiping-1949,1949 年北平接触,134,"July 9, 1946",1946,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54–D270〔第658号文件〕马歇尔将军、王（世杰）部长、邵（力子）先生与陈（诚）将军在外交部会谈记录，1946年7月9日下午3时。 他指出，政府并未要求中共在共军即将撤出的所有地区一并放弃地方行政权和军事控制权；除上述四个具体地区外，凡中共撤出地区的地方行政问题，均交由政治协商会议或政协综合小组讨论解决。,罗隆基; 周恩来; 马歇尔; 蒋介石,政协; 马歇尔调处; 民盟,南京; 上海; 延安; 满洲,中国民主同盟; 中国共产党; 政治协商会议,80
1185,topic,peiping-1949,1949 年北平接触,93,"June 1, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，第54-D270卷〔文件494〕 马歇尔将军与罗隆基博士会谈记录 马歇尔将军寓所，1946年6月1日上午10时。 马歇尔将军告诉罗博士，由于委员长不在，要达成解决办法很困难；通过无线电通信进行谈判也非常困难。,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,北平; 重庆; 延安; 满洲,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党,80
1186,topic,peiping-1949,1949 年北平接触,340,"June 1, 1948",1948,The Director of the Office of Far Eastern Affairs (Butterworth) to the Minister-Counselor of Embassy in China (Clark),除民主同盟成员外，我们知道很少有中国人显示出认真看待李元帅领导权力主张的迹象；而这些民盟成员在1944年曾期待李元帅领导中国东南的分离运动，并且显然至今仍把他视为中国救星。,蒋介石,民盟,南京; 香港; 华盛顿,中国民主同盟; 国民党; 美国驻华使馆,35
1187,topic,peiping-1949,1949 年北平接触,111,"June 14, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件549〕 马歇尔将军与周恩来将军会谈纪要 1946年6月14日上午11时10分。 马歇尔将军开场告诉周恩来将军，他已同俞大维将军谈过交通通信问题，也谈到准备若干文件的问题。,周恩来; 马歇尔,马歇尔调处; 北平接触,北平; 满洲,国民政府; 国民党; 中国共产党,55
1188,topic,peiping-1949,1949 年北平接触,112,"June 14, 1946",1946,北平接触与民盟人士沟通,马歇尔将军同意，当前局势很严重。 谈到同北平，特别是同东北建立联系，周将军说，他不久前曾告诉拜罗德将军，希望拜罗德抵达长春后二三天内前往哈尔滨，同那里的共产党负责人建立联系。,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触,北平; 南京; 延安; 沈阳; 满洲; 天津,中国共产党,60
1189,topic,peiping-1949,1949 年北平接触,343,"June 14, 1948",1948,北平接触与民盟人士沟通,00/6-1448〔文件235〕 驻北平总领事（柯乐博）致国务卿 北平，1948年6月14日，第115号。 〕 先生：谨提及本总领事馆1948年6月14〔15〕日第105号公函，其中报告一个据称希望促成中国和平的“第三党”集团在北平出现。,张澜; 蒋介石,第三方面; 北平接触; 民盟,北平; 南京; 香港; 沈阳; 满洲,中国民主同盟; 国民政府; 中国共产党; 美国国务院; 美国驻北平总领事馆,80
1190,topic,peiping-1949,1949 年北平接触,376,"June 16, 1949",1949,北平接触与民盟人士沟通,00/6-1649：电报 [文件459] 驻北平总领事（柯乐博）致国务卿 北平，1949年6月16日。 《光明日报》今天报道，中国民主同盟主席张澜及常务委员罗隆基、史良定于6月18日离开上海前往北平；他们抵达北平后，即可确定正在筹备中的第四次全体会议召开日期。,罗隆基; 张澜; 黄炎培; 史良; 张东荪,北平接触; 民盟,北平; 南京; 上海; 天津,中国民主同盟; 国民党; 美国国务院; 美国驻北平总领事馆,80
1191,topic,peiping-1949,1949 年北平接触,413,"June 16, 1950",1950,Policy Statement Prepared in the Department of State,中国民主同盟仰光支部一直在不引人注目但坚持不懈地培养社会党左翼分子。,,马歇尔调处; 民盟,华盛顿,中国民主同盟; 中国共产党; 美国国务院,55
1192,topic,peiping-1949,1949 年北平接触,116,"June 17, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270 [文件562] 马歇尔将军同罗隆基博士、张君劢博士会谈纪要，1946年6月17日下午5时30分，马歇尔将军寓所。 马歇尔说，现场小组不能把事项直接提交三人小组，因为那样耗时太久。,罗隆基; 张君劢; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面; 北平接触; 民盟,北平; 南京,中国民主同盟; 中国共产党,80
1193,topic,peiping-1949,1949 年北平接触,117,"June 18, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，Lot 54–D270 [文件第566号] 马歇尔将军与周恩来将军会谈记录 南京宁海路5号，1946年6月18日上午11时15分 马歇尔将军表示，他有两件事要谈。 马歇尔将军将中文副本交给周将军，并要求在两三天内归还。,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,北平; 南京; 延安; 沈阳; 满洲; 天津,中国民主同盟; 国民党; 中国共产党,70
1194,topic,peiping-1949,1949 年北平接触,394,"June 18, 1949",1949,北平接触与民盟人士沟通,据报北平还将举行政治协商会议预备会议，我推测陈铭枢等人已北上参加。 （见北平6月9日第644号电，抄国务院第969号、广州第155号。,张东荪; 司徒雷登,政协; 北平接触; 联合政府; 民盟,北平; 南京; 上海; 沈阳; 华盛顿,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院,70
1195,topic,peiping-1949,1949 年北平接触,395,"June 19, 1949",1949,The Ambassador in China (Stuart) to the Secretary of State,一位是中国民主同盟副主席罗隆基，另一位是和谈代表团的李振。,罗隆基; 司徒雷登,民盟,南京; 上海,中国民主同盟; 中国共产党; 美国国务院,45
1196,topic,peiping-1949,1949 年北平接触,341,"June 2, 1948",1948,The Ambassador in China (Stuart) to the Secretary of State,据称作出这一变动，是因为潘的极端政策疏远了民主同盟、李济深等其他潜在友好团体。 因此，现在恢复和平谈判已不可能，尽管不久后仍可能因三个理由而恢复：（一）共产党可以轻易在延安或东北的“解放区”召开政协，但他们没有这样做；（二）他们可以召集自己的国民大会，宣布东北或其他地区自治，但他们同样克制未为；（三）东北的俄国人为帮助中共占领锦州，在弹药等问题上向其提供援助，但共产党除接受35名军事顾问和若干火炮外，并未走得更远。,司徒雷登; 蒋介石,政协; 民盟,南京; 香港; 延安; 满洲,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院; 国民大会,50
1197,topic,peiping-1949,1949 年北平接触,370,"June 2, 1949",1949,The Consul General at Shanghai (Cabot) to the Secretary of State,可靠消息称，上海民盟领导人5月27日准备的一项声明被共产党压下。 现在他说，共产党曾向他提供一个副市长职位；他拒绝了，但表示愿作非正式顾问；又说，如果将来真正建立联合政府，他也许会接受职务，但鉴于新的迹象显示共产党正偏离其“在石家庄作出的明智决定”，他怀疑这是否会实现。,章伯钧,联合政府; 民盟,上海,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻上海总领事馆,55
1198,topic,peiping-1949,1949 年北平接触,371,"June 2, 1949",1949,北平接触与民盟人士沟通,这一方面是由于上海规模巨大、政治社会结构复杂，另一方面尤其是由于杨虎及其主要副手同时具有以下身份：一是国民党革命委员会成员；二是同民盟人士和陈铭枢的三民主义同志联合会关系相当密切；三是古老“青红帮”秘密会社的头目。 发国务院第1951号，抄南京第1065号、广州第606号、北平第162号。,章伯钧,北平接触; 民盟,北平; 南京; 上海,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻上海总领事馆,75
1199,topic,peiping-1949,1949 年北平接触,372,"June 2, 1949",1949,北平接触与民盟人士沟通,"00/6–249:电讯[文件429] 驻北平(柯乐博)总领事致国务卿北平,1949年6月2日—下午6时[收到6月3日—4日凌晨21时] 928. 81 张东荪之子,民盟北平领袖.",张东荪; 周恩来,北平接触; 民盟,北平; 南京; 上海; 满洲,中国民主同盟; 中国共产党; 美国国务院; 美国驻北平总领事馆,50
1200,topic,peiping-1949,1949 年北平接触,416,"June 2, 1950",1950,北平接触与民盟人士沟通,无论如何，看来北平政权尚未准备好驱逐所有美国人，或试图根除所有美国影响。 在回答关于北平与莫斯科决裂，还是北平政权被内部力量推翻，哪种可能性更大的问题时，麦康奇先生表示，他认为这两种可能性都极不可能。,,北平接触,北平; 上海; 华盛顿,国民党; 中国共产党; 美国国务院,15
1201,topic,peiping-1949,1949 年北平接触,298,"June 20, 1947",1947,The Ambassador in China (Stuart) to the Secretary of State,］先生：兹随函附上1947年6月13日使馆官员与民主同盟罗隆基博士谈话备忘录一份。 备忘录还指出，罗博士以及大概民主同盟本身，现在也害怕共产党胜利，因为在任何由共产党支配的政权中，民盟的地位都具有不确定性。,罗隆基; 司徒雷登; 蒋介石,民盟,南京,中国民主同盟; 中国共产党; 美国国务院,45
1202,topic,peiping-1949,1949 年北平接触,124,"June 21, 1946",1946,第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54–D270［文件第 579 号］ 马歇尔将军与罗隆基博士、张君劢博士会谈纪要 地点：马歇尔将军官邸 时间：1946 年 6 月 21 日上午 8 时 20 分 罗隆基表示，他与张君劢曾向周恩来将军建议，考虑授予军调小组美方代表实地调查的最终决定权。 罗隆基进一步指出，第三方面代表昨日会见政府方面代表，要求将十五日休战令予以延长。,罗隆基; 张君劢; 周恩来; 马歇尔,马歇尔调处; 第三方面,延安,国民政府; 中国共产党,10
1203,topic,peiping-1949,1949 年北平接触,377,"June 22, 1949",1949,北平接触与民盟人士沟通,当地报纸6月20日报道，张澜、史良、罗隆基、王葆真、郭真等人于6月19日抵达南京，正前往北平。 报称，张、罗、史除出席新政协筹备委员会外，还将出席民主同盟第四次全体会议。,罗隆基; 张澜; 史良; 司徒雷登,政协; 北平接触; 民盟,北平; 南京; 上海,中国民主同盟; 政治协商会议; 美国国务院,80
1204,topic,peiping-1949,1949 年北平接触,125,"June 27, 1946",1946,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54–D270 [文件604] 马歇尔将军与周恩来将军会谈记录 南京宁海路5号，1946年6月27日下午1时30分 南京，1946年6月27日下午1时30分 马歇尔将军：感谢周将军今天下午在如此仓促安排的时间前来。 我与他讨论了共产党军队沿平汉铁路（北平—汉口铁路）的部署问题，以及该铁路向南延伸至陇海铁路交汇处一段，涉及共产党部队在沿线城市的驻扎问题。,周恩来; 马歇尔; 蒋介石,政协; 马歇尔调处; 北平接触,北平; 南京; 重庆; 延安; 满洲,国民政府; 国民党; 中国共产党; 政治协商会议; 国民大会,55
1205,topic,peiping-1949,1949 年北平接触,95,"June 3, 1946",1946,"Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, June 3, 1946, 10:15 a.m.",马歇尔使团档案，Lot 54-D270〔文件500〕 马歇尔将军与周恩来将军会谈纪要，南京宁海路5号，1946年6月3日上午10时15分。 周恩来将军在会谈开始时询问马歇尔将军，是否听说委员长什么时候回来。,周恩来; 马歇尔; 蒋介石,马歇尔调处,南京,,40
1206,topic,peiping-1949,1949 年北平接触,96,"June 3, 1946",1946,昆明暗杀事件引发的政治压力与外交关注,周恩来将军说，他愿先向马歇尔将军通报几件事。 马歇尔将军问“原定计划”指什么。,周恩来; 马歇尔; 蒋介石,昆明暗杀; 马歇尔调处; 北平接触; 民盟,昆明; 北平; 南京; 重庆; 上海; 沈阳; 满洲; 天津,中国民主同盟; 国民党; 中国共产党,75
1207,topic,peiping-1949,1949 年北平接触,97,"June 3, 1946",1946,北平接触与民盟人士沟通,马歇尔将军向周恩来将军详述这些细节，旨在让周将军明白，美国这项援华复兴计划，本质上是一个“要么做，要么不做”的选择。 马歇尔将军为促成中国获得沿海及内河航运能力付出了巨大努力，其投入程度几乎超过其他任何事项，因为若无此条件，中国便无法重新开放。,罗隆基; 周恩来; 马歇尔,马歇尔调处; 北平接触,北平; 南京; 重庆; 上海; 满洲,国民党; 中国共产党; 美国国务院,70
1208,topic,peiping-1949,1949 年北平接触,98,"June 3, 1946",1946,"Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, June 3, 1946, 10:15 a.m.",马歇尔将军说，谈到陈纳德将军这类个人的言论时，他只是回答说，陈纳德将军是一名退休军官，正试图通过同联合国善后救济总署签订合同来组织一支空运机队。 相反，总统在其对华政策中非常清楚地声明了愿望，并提出了实际上相当于建议的内容；据马歇尔将军理解，这将实现共产党所为之奋斗的目标。,周恩来; 马歇尔,马歇尔调处,南京,中国共产党,45
1209,topic,peiping-1949,1949 年北平接触,99,"June 3, 1946",1946,围绕政协决议和政府改组的调处,马歇尔将军把谈话拉回当前局势，说他对共产党进攻长春的行动深感苦恼和不安；同时，他也同样对中央政府在长春之外继续军事行动感到苦恼和不安。 马歇尔将军的目的，是尽其所能使当前局势得到解决。,周恩来; 马歇尔; 蒋介石,政协; 马歇尔调处; 北平接触; 联合政府,北平; 南京; 延安; 沈阳; 满洲,国民党; 中国共产党; 政治协商会议,60
1210,topic,peiping-1949,1949 年北平接触,100,"June 3, 1946",1946,北平接触与民盟人士沟通,马歇尔将军感谢周恩来的陈述。 他推想马歇尔会同意，在最初四个月中，共产党方面已经竭尽所能作出让步，以求解决东北问题。,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,北平; 南京; 延安; 满洲,中国民主同盟; 国民党; 中国共产党,85
1211,topic,peiping-1949,1949 年北平接触,101,"June 3, 1946",1946,北平接触与民盟人士沟通,”马歇尔将军说，他交给周恩来的草案，只是把委员长作为规定提出、而马歇尔部分持有异议的各种事项写成文字。 马歇尔说，他把副本给罗隆基博士，可能是一个错误，因为他对罗博士的做事方式了解不多。,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,北平; 南京; 延安; 沈阳; 满洲,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 美国国务院,85
1212,topic,peiping-1949,1949 年北平接触,102,"June 3, 1946",1946,北平接触与民盟人士沟通,一则广播播发了中国民主同盟的长篇呼吁，要求停止敌对行动，认为这是使中国免于灾难的唯一途径。 数则消息叙述了国民党于5月29日下令查封北平《解放日报》和新华社。,,北平接触; 民盟,北平; 南京; 延安; 满洲; 天津,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻华使馆,50
1213,topic,peiping-1949,1949 年北平接触,106,"June 6, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270 [文件515] 马歇尔将军与周恩来将军会谈纪要，1946年6月6日晚8时，南京宁海路5号。 马歇尔将军讨论了周恩来赴延安旅行的安排。,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,北平; 南京; 延安; 满洲,中国民主同盟; 国民党; 中国共产党,80
1214,topic,peiping-1949,1949 年北平接触,373,"June 6, 1949",1949,北平接触与民盟人士沟通,一名总领事熟知的民主同盟成员参加了6月6日上海文化界领袖会议，并报告了陈毅市长数小时讲话的以下要点： 一、中国过去出口到东南亚、用以“撑面子”制造繁荣表象的产品，将留在中国，以满足中国人民需要。 消息来源强调，这里的“援助”指贷款、技术援助或马歇尔计划性质的帮助，不同于普通贸易；共产党当然也希望有普通贸易。,马歇尔,马歇尔调处; 北平接触; 民盟,北平; 上海; 香港; 天津,中国民主同盟; 中国共产党; 美国国务院; 美国驻上海总领事馆,50
1215,topic,peiping-1949,1949 年北平接触,374,"June 8, 1949",1949,北平接触与民盟人士沟通,6月8日，民主同盟官员叶笃义在同总领事馆官员谈话时表示，他打算于6月10日前往上海，会合罗隆基和张澜，然后应毛泽东邀请前往北平。 叶笃义说，民主同盟希望成为中国共产党人与美国之间的“桥梁”，从而改变共产党目前的反美倾向。,罗隆基; 张澜,政协; 北平接触; 民盟,北平; 南京; 上海; 香港,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院,80
1216,topic,peiping-1949,1949 年北平接触,109,"June 9, 1946",1946,北平接触与民盟人士沟通,马歇尔将军告诉他们，他与政治部分毫无关系，他们的委员会也不是以政治委员会的方式运作。 马歇尔将军只是想把这个想法转达给徐将军。,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触,北平; 南京; 延安; 满洲,国民党; 中国共产党,60
1217,topic,peiping-1949,1949 年北平接触,375,"June 9, 1949",1949,北平接触与民盟人士沟通,00B/6-1040：电报〔文件446〕驻北平总领事（柯乐博）致国务卿。 北平，1949年6月9日下午3时〔6月10日上午9时23分收到〕。,罗隆基; 张澜; 沈钧儒; 黄炎培; 章伯钧; 张东荪; 周恩来,政协; 北平接触; 联合政府; 民盟,北平; 南京; 天津,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院; 美国驻北平总领事馆,80
1218,topic,peiping-1949,1949 年北平接触,338,"March 13, 1948",1948,The Ambassador in China (Stuart) to the Secretary of State,一位被认为可靠的中国女记者告知我们，在近期与上海共产党代表就联合政府问题进行的非正式谈话中，对方表示不会与任何由委员长领导的中国政府进行谈判。 3月11日，罗隆基27向使馆官员表达了同样看法，即共产党已拒绝与任何有委员长及其若干最亲密支持者参与的政府进行谈判。,罗隆基; 司徒雷登; 蒋介石,联合政府; 民盟,南京; 上海,中国民主同盟; 中国共产党; 美国国务院,45
1219,topic,peiping-1949,1949 年北平接触,324,"March 14, 1947",1947,The Ambassador in China (Stuart) to the Secretary of State,截至目前，共产党、民主同盟或左翼舆论机关如上海《文汇报》等尚无反应。 几天前，民主同盟发言人罗隆基向使馆一位可靠消息来源透露了民主同盟所代表圈子可能作何反应。,罗隆基; 周恩来; 马歇尔; 司徒雷登,马歇尔调处; 民盟,南京; 上海; 延安,中国民主同盟; 国民党; 中国共产党; 美国国务院,65
1220,topic,peiping-1949,1949 年北平接触,325,"March 15, 1947",1947,The Ambassador in China (Stuart) to the Secretary of State,该电由上海56名著名中国人士于3月12日发给在莫斯科举行的外长会议；署名者包括民主同盟主席张澜，社会知名人士马叙伦，民主同盟发言人罗隆基，经济学教授马寅初，民主同盟人士黄炎培、沈钧儒、章伯钧，以及作家郭沫若： “我们希望正在莫斯科举行的外长会议各参加国能够： 1. 在中国真正民主统一的联合政府成立以前，停止对交战任何一方给予任何帮助； 2.,罗隆基; 张澜; 沈钧儒; 黄炎培; 章伯钧; 司徒雷登,马歇尔调处; 联合政府; 民盟,南京; 上海,中国民主同盟; 美国国务院,65
1221,topic,peiping-1949,1949 年北平接触,281,"March 19, 1947",1947,北平接触与民盟人士沟通,该计划的关键在于须为第三方面成员及无党派领袖安排职位。 他带领一批成员脱离中国民主同盟，以自由进步为宗旨组建了中国社会民主党。,张君劢; 司徒雷登,马歇尔调处; 第三方面; 北平接触; 民盟,北平; 南京; 延安; 天津,中国民主同盟; 国民党; 中国共产党; 青年党; 美国国务院; 行政院,70
1222,topic,peiping-1949,1949 年北平接触,326,"March 20, 1947",1947,北平接触与民盟人士沟通,以下为《中国报》关于中国民主同盟3月17日在上海举行记者会的报道，主题为莫斯科会议上苏联关于中国问题的提议： “中国民主同盟昨日午后在记者会上主张，1945年莫斯科外长会议参加国应对中国事务进行联合调停，而不是联合干涉。 民盟声称，这种友好调停不会遭到中国人民反对，因为调停中国内争与干涉中国内政是‘两回事’。,司徒雷登,北平接触; 联合政府; 民盟,北平; 南京; 上海,中国民主同盟; 美国国务院,70
1223,topic,peiping-1949,1949 年北平接触,365,"March 23, 1949",1949,The Consul General at Shanghai (Cabot) to the Ambassador in China (Stuart),00/3–2349 [文件第232号] 驻上海总领事（卡伯特）致驻华大使（司徒雷登）第44号函节录 上海，1949年3月23日 先生： 谨呈上3月20日非正式晚宴期间，本总领事馆官员与留沪民盟成员叶笃义、彭文应交谈中所得较有趣味之观察摘要如下： ……,司徒雷登,民盟,上海,中国民主同盟; 美国驻上海总领事馆,35
1224,topic,peiping-1949,1949 年北平接触,70,"March 9, 1946",1946,围绕政协决议和政府改组的调处,在中国，这种好感甚至扩展到许多国民党成员，尤其在民主同盟内部更是如此。 目前，共产党人似乎正在因其对俄国在东北活动保持沉默而疏离这种好感，并且直接落入CC系或其他对政协和军事整编方案不满的中国势力手中。,周恩来; 马歇尔,政协; 马歇尔调处; 北平接触; 民盟,北平; 延安; 满洲,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国驻华使馆,75
1225,topic,peiping-1949,1949 年北平接触,367,"May 12, 1949",1949,北平接触与民盟人士沟通,罗隆基和张澜被关在虹桥医院的一间单人房内，另有一名警备人员始终在场（参见本馆5月10日第1594号致国务院电）。 总领事馆从一名接近罗隆基的民盟成员处获悉，罗以及可能包括张澜在内，因担心军事当局会对仍在上海的左翼领导人采取严厉措施，原计划在被捕前的那个早晨迅速前往华北。,罗隆基; 张澜; 蒋介石,北平接触; 民盟,北平; 南京; 上海; 香港,中国民主同盟; 美国国务院; 美国驻上海总领事馆,80
1226,topic,peiping-1949,1949 年北平接触,287,"May 16, 1947",1947,The Ambassador in China (Stuart) to the Secretary of State,893.00/5-1647〔文件101〕驻华大使（司徒雷登）致国务卿，第730号。南京，1947年5月16日〔5月23日收到〕。 主题：中央政府对非国民党政治团体政策的可能走向 先生：我谨提请国务院注意最近发生的两项事态发展。这两项发展被认为对于评估中央政府今后对中国共产党及其他非国民党因素的政策走向具有重要意义。,司徒雷登,,南京,国民党; 中国共产党; 美国国务院,40
1227,topic,peiping-1949,1949 年北平接触,288,"May 16, 1947",1947,The Ambassador in China (Stuart) to the Secretary of State,自1946年12月25日国民大会通过新宪法以来，特别是自最近宣布改组国府委员会和行政院以来，政府已有许多声明暗示，仍将为共产党、民主同盟或其他任何非国民党团体参加政府敞开大门。 从所谓缴获文件可以注意到，其中直接把民主同盟和其他非国民党团体，甚至包括目前参加政府的团体，称为共产党颠覆活动的渠道。,罗隆基; 司徒雷登,民盟,南京,中国民主同盟; 国民党; 中国共产党; 行政院; 国民大会,70
1228,topic,peiping-1949,1949 年北平接触,81,"May 17, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件458〕 周恩来将军与马歇尔将军会谈纪要 南京，马歇尔将军官邸，1946年5月17日上午10时。 周将军前天从考吉上校处得知，政府方面现在似乎并不热心前往；如果马歇尔将军坚持，他们才会去。,周恩来; 马歇尔,马歇尔调处; 北平接触,北平; 南京; 满洲,国民政府; 国民党; 中国共产党,55
