id,candidate_id,title,creator,document_date,document_type,repository_code,repository_name,collection_name,archive_fonds,archive_series,archive_file,archive_item,catalog_reference,catalog_reference_status,source_url,source_url_role,access_mode,access_note,medium,online_availability,rights_status,reuse_rights,rights_basis,copy_allowed,authenticity_level_proposed,relevance_grade_proposed,event_tags,person_tags,place_tags,evidence_note,evidence_type,evidence_locator,uncertainty_note,checked_at,checked_by,review_status,review_note,reviewed_at,reviewed_by,check_outcome,inserted_at,authenticity_level_accepted,relevance_grade_accepted,ingested_document_id
308,domestic:NLC:minmeng-wenxian-1946-whole,《民主同盟文獻》,中国民主同盟总部编印,1946-12,1946年民盟总部官方文献汇编,NLC,中国国家图书馆数字化民国图书（Wikimedia Commons镜像）,《民主同盟文獻》,,,,NLC416-01jh004281-12557,NLC416-01jh004281-12557；《民主同盟文獻》,verified,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,item_digital,open,公开176页PDF；本地副本：data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L2,related,"[""1941成立"", ""1944改组更名"", ""1945第一次全国代表大会""]","[""中国民主同盟"", ""张澜"", ""沈钧儒""]","[""香港"", ""重庆""]",PDF第2页书名页明确为中国民主同盟总部编印、中华民国三十五年十二月；目录列出1941成立宣言、1941对时局主张纲领、1944民主同盟纲领、1945代表大会政治报告和宣言等42件文件。作为1946年官方汇编整体登记，不能替代各件原始印本。 2026-07-19阶段1：另取得 NLC511 同书扫描副本，目录与NLC416本一致，仍为1946总部汇编，非原刊。,digital_image,PDF第2页书名页；第5—8页目录；整本176页；PDF共176页；SHA256 276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f；交替扫描：data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf（178页，SHA256 a24e5e5bf9158ab08e74edfa3d4a8bf4927c10841a5e15321ba7d9cf701034dd；Commons File:NLC511-027032013012333-19131）,这是1946年民盟总部编印的官方文献汇编扫描，不是1941年成立宣言或十大纲领的单独原始印本；原文件形成机关、原始版次、底本关系和复制权利仍需互校。OCR只作定位辅助。,2026-07-19,grok,accepted,"L2 accepted (Phase 1 sprint 39 Wed, 2026-07-22): 45 L2 pending (9 full + 32 surrogate + 4 catalogue), 全部 codex/claude-code/grok 抽检通过 (37 codex + 5 claude + 3 grok); accept 表示记录级影像 / 目录身份和可复查入口通过, 不代表全文已逐字转录或原档已实物核校。",2026-07-22,codex,pass,2026-07-18 21:03:12,L2,related,1348
309,domestic:NLC:minmeng-wenxian-1946-formation-declaration,中国民主政团同盟成立宣言,中国民主同盟总部编印；原文件形成者待从原件互校,1941-10-10,1946年官方文献汇编中的同期文件,NLC,中国国家图书馆数字化民国图书（Wikimedia Commons镜像）,《民主同盟文獻》,,,,NLC416-01jh004281-12557,NLC416-01jh004281-12557；《民主同盟文獻》,verified,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,item_digital,open,公开176页PDF；本地副本：data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L2,core,"[""1941成立""]","[""中国民主同盟"", ""张澜"", ""沈钧儒""]","[""香港"", ""重庆""]",PDF第9页正文标题明确为《中国民主政团同盟成立宣言》，题下注明中华民国三十年十月十日；正文连续至PDF第11页。该记录来自1946年民盟总部官方汇编，需与1941-10-10《光明报》原刊互校。,digital_image,PDF第9—11页；印刷页1—3；目录PDF第5页；work/domestic/minmeng_wenxian_1946/formation_9_13_images/page-009.png至page-011.png；work/domestic/minmeng_wenxian_1946/formation_9_13_ocr/page-009.ocr.md至page-011.ocr.md；PDF共176页；SHA256 276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f；交替扫描：data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf（178页，SHA256 a24e5e5bf9158ab08e74edfa3d4a8bf4927c10841a5e15321ba7d9cf701034dd，来源 Commons File:NLC511-027032013012333-19131_民主同盟文獻；NLC511 馆藏另起页码体系，未做直接页位对照，仅作同书交叉证据）,这是1946年民盟总部编印的官方文献汇编扫描，不是1941年成立宣言或十大纲领的单独原始印本；原文件形成机关、原始版次、底本关系和复制权利仍需互校。OCR只作定位辅助。,2026-07-19,codex,accepted,通过记录级1946年民盟总部官方汇编扫描审核：题名、日期、连续正文页界、目录定位、本地页图和SHA256已核对；保留L2。accepted仅表示该汇编记录是稳定可复查入口，不表示1941年《光明報》原刊、独立原始印本、底本关系、全文逐字转录或复制权利已经闭环。 sprint 38+ 阶段 1（minimax 2026-07-19）：补 NLC511 同书交替扫描交叉证据，但未做 NLC416 / NLC511 直接页位对照，因两本馆藏页码体系不同；页位信息仅以 NLC416 为准。,2026-07-19,codex,pass,2026-07-18 21:03:12,L2,core,1349
310,domestic:NLC:minmeng-wenxian-1946-ten-program,中国民主政团同盟对时局主张纲领,中国民主同盟总部编印；原文件形成者待从原件互校,1941-10-10,1946年官方文献汇编中的同期文件,NLC,中国国家图书馆数字化民国图书（Wikimedia Commons镜像）,《民主同盟文獻》,,,,NLC416-01jh004281-12557,NLC416-01jh004281-12557；《民主同盟文獻》,verified,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,item_digital,open,公开176页PDF；本地副本：data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L2,core,"[""1941成立""]","[""中国民主同盟"", ""张澜"", ""沈钧儒""]","[""香港"", ""重庆""]",PDF第12页正文标题明确为《中国民主政团同盟对时局主张纲领》，题下注明中华民国三十年十月十日；正文延续至PDF第13页。该记录保存十项主张的同期官方汇编页级入口，不能替代1941年原刊或原始印本。,digital_image,PDF第12—13页；印刷页1—2；目录PDF第5页；work/domestic/minmeng_wenxian_1946/formation_9_13_images/page-012.png至page-013.png；work/domestic/minmeng_wenxian_1946/formation_9_13_ocr/page-012.ocr.md至page-013.ocr.md；PDF共176页；SHA256 276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f；交替扫描：data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf（178页，SHA256 a24e5e5bf9158ab08e74edfa3d4a8bf4927c10841a5e15321ba7d9cf701034dd，来源 Commons File:NLC511-027032013012333-19131_民主同盟文獻；NLC511 馆藏另起页码体系，未做直接页位对照，仅作同书交叉证据）,这是1946年民盟总部编印的官方文献汇编扫描，不是1941年成立宣言或十大纲领的单独原始印本；原文件形成机关、原始版次、底本关系和复制权利仍需互校。OCR只作定位辅助。,2026-07-19,codex,accepted,通过记录级1946年民盟总部官方汇编扫描审核：题名、日期、连续正文页界、目录定位、本地页图和SHA256已核对；保留L2。accepted仅表示该汇编记录是稳定可复查入口，不表示1941年《光明報》原刊、独立原始印本、底本关系、全文逐字转录或复制权利已经闭环。 sprint 38+ 阶段 1（minimax 2026-07-19）：补 NLC511 同书交替扫描交叉证据，但未做 NLC416 / NLC511 直接页位对照，因两本馆藏页码体系不同；页位信息仅以 NLC416 为准。,2026-07-19,codex,pass,2026-07-18 21:03:12,L2,core,1350
311,domestic:NLC:minmeng-wenxian-1946-final-war-political-platform,中国民主同盟对抗战最后阶段的政治主张,中国民主同盟总部编印；原文件形成者待从原件互校,1944-10-10,1946年官方文献汇编中的同期文件,NLC,中国国家图书馆数字化民国图书（Wikimedia Commons镜像）,《民主同盟文獻》,,,,NLC416-01jh004281-12557,NLC416-01jh004281-12557；《民主同盟文獻》,verified,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,item_digital,open,公开176页PDF；本地副本：data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L2,core,"[""1944改组更名""]","[""中国民主同盟"", ""张澜"", ""沈钧儒""]","[""香港"", ""重庆""]",PDF第22页正文标题明确为《对抗战最后阶段的政治主张》，题下注明中华民国三十三年十月十日；正文连续至PDF第25页，内容包含军队国家化、民主政治、宪政、财政外交和教育等主张。该记录来自1946年民盟总部官方汇编，需与1944年同期报刊或独立印本互校。,digital_image,PDF第22—25页；印刷页14—17；目录PDF第5页；PDF共176页；SHA256 276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f,这是1946年民盟总部编印的官方文献汇编扫描，不是1941年成立宣言或十大纲领的单独原始印本；原文件形成机关、原始版次、底本关系和复制权利仍需互校。OCR只作定位辅助。,2026-07-19,codex,accepted,"L2 accepted (Phase 1 sprint 39 Wed, 2026-07-22): 45 L2 pending (9 full + 32 surrogate + 4 catalogue), 全部 codex/claude-code/grok 抽检通过 (37 codex + 5 claude + 3 grok); accept 表示记录级影像 / 目录身份和可复查入口通过, 不代表全文已逐字转录或原档已实物核校。",2026-07-22,codex,pass,2026-07-18 21:12:57,L2,core,1303
312,domestic:NLC:minmeng-wenxian-1946-situation-declaration-1945-01-15,时局宣言,中国民主同盟总部编印；原文件形成者待从原件互校,1945-01-15,1946年官方文献汇编中的同期文件,NLC,中国国家图书馆数字化民国图书（Wikimedia Commons镜像）,《民主同盟文獻》,,,,NLC416-01jh004281-12557,NLC416-01jh004281-12557；《民主同盟文獻》,verified,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,item_digital,open,公开176页PDF；本地副本：data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L2,core,"[""1945第一次全国代表大会""]","[""中国民主同盟"", ""张澜"", ""沈钧儒""]","[""香港"", ""重庆""]",PDF第26页正文标题为《时局宣言》，题下注明中华民国三十四年一月十五日；正文连续至PDF第29页，属于民盟总部同期文献汇编中的公开定位。原始发表载体和独立印本仍需追查。,digital_image,PDF第26—29页；印刷页18起至下一件文件前；目录PDF第5页；PDF共176页；SHA256 276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f,这是1946年民盟总部编印的官方文献汇编扫描，不是1941年成立宣言或十大纲领的单独原始印本；原文件形成机关、原始版次、底本关系和复制权利仍需互校。OCR只作定位辅助。,2026-07-19,codex,accepted,"L2 accepted (Phase 1 sprint 39 Wed, 2026-07-22): 45 L2 pending (9 full + 32 surrogate + 4 catalogue), 全部 codex/claude-code/grok 抽检通过 (37 codex + 5 claude + 3 grok); accept 表示记录级影像 / 目录身份和可复查入口通过, 不代表全文已逐字转录或原档已实物核校。",2026-07-22,codex,pass,2026-07-18 21:12:57,L2,core,1304
313,domestic:NLC:minmeng-wenxian-1946-minmeng-platform-1945,中国民主同盟纲领,中国民主同盟总部编印；原文件形成者待从原件互校,1945-10,1946年官方文献汇编中的同期文件,NLC,中国国家图书馆数字化民国图书（Wikimedia Commons镜像）,《民主同盟文獻》,,,,NLC416-01jh004281-12557,NLC416-01jh004281-12557；《民主同盟文獻》,verified,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,item_digital,open,公开176页PDF；本地副本：data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L2,core,"[""1945第一次全国代表大会""]","[""中国民主同盟"", ""张澜"", ""沈钧儒""]","[""香港"", ""重庆""]",PDF第48页正文标题明确为《中国民主同盟纲领》，题下注明“民国三十四年十月临时全国代表大会通过”；正文连续至PDF第72页，覆盖政治、经济、教育、妇女等章节。目录页5—6将其列为1945年10月文件，但正文未给出可确认的具体日，故保留月精度。该记录来自1946年官方汇编，不替代1945年临时全国代表大会原始印本。,digital_image,PDF第48—72页；印刷页40—64；目录PDF第6页；PDF共176页；SHA256 276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f,这是1946年民盟总部编印的官方文献汇编扫描，不是1941年成立宣言或十大纲领的单独原始印本；原文件形成机关、原始版次、底本关系和复制权利仍需互校。OCR只作定位辅助。,2026-07-19,codex,accepted,"L2 accepted (Phase 1 sprint 39 Wed, 2026-07-22): 45 L2 pending (9 full + 32 surrogate + 4 catalogue), 全部 codex/claude-code/grok 抽检通过 (37 codex + 5 claude + 3 grok); accept 表示记录级影像 / 目录身份和可复查入口通过, 不代表全文已逐字转录或原档已实物核校。",2026-07-22,codex,pass,2026-07-18 21:33:55,L2,core,1305
314,domestic:NLC:minmeng-wenxian-1946-congress-declaration-1945-10-16,中国民主同盟临时全国代表大会宣言,中国民主同盟总部编印；原文件形成者待从原件互校,1945-10-16,1946年官方文献汇编中的同期文件,NLC,中国国家图书馆数字化民国图书（Wikimedia Commons镜像）,《民主同盟文獻》,,,,NLC416-01jh004281-12557,NLC416-01jh004281-12557；《民主同盟文獻》,verified,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,item_digital,open,公开176页PDF；本地副本：data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L2,core,"[""1945第一次全国代表大会""]","[""中国民主同盟"", ""张澜"", ""沈钧儒""]","[""香港"", ""重庆""]",PDF第73页页首标题明确为《中国民主同盟临时全国代表大会宣言》，题下注明中华民国三十四年十月十六日；正文连续至PDF第78页，PDF第79页起进入下一件1945-12-06昆明惨案文件。该记录来自1946年官方汇编，不替代1945年临时全国代表大会原始印本。,digital_image,PDF第73—78页；印刷页65—70；目录PDF第6页；PDF共176页；SHA256 276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f,这是1946年民盟总部编印的官方文献汇编扫描，不是1941年成立宣言或十大纲领的单独原始印本；原文件形成机关、原始版次、底本关系和复制权利仍需互校。OCR只作定位辅助。,2026-07-19,codex,accepted,"L2 accepted (Phase 1 sprint 39 Wed, 2026-07-22): 45 L2 pending (9 full + 32 surrogate + 4 catalogue), 全部 codex/claude-code/grok 抽检通过 (37 codex + 5 claude + 3 grok); accept 表示记录级影像 / 目录身份和可复查入口通过, 不代表全文已逐字转录或原档已实物核校。",2026-07-22,codex,pass,2026-07-18 21:33:55,L2,core,1306
315,domestic:NLC:guangmingbao-1947-1947-12,《光明報》新二十號（1947-01-08）,《光明報》社；北平全民報社,1947-01-08,同期政论报刊原刊整期扫描,NLC,中国国家图书馆数字化民国期刊（Wikimedia Commons镜像）,民国期刊／光明報,,,,NLC404-01J000514-72818,NLC404-01J000514-72818；封面「新二十號」；民國三十六年一月八日出版（NLC文件名作1947年12期，以封面为准）,verified,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,item_digital,open,公开16页PDF；本地副本：data/domestic/press_scans/NLC404-01J000514-72818_光明報_1947年12期.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L1,core,"[""1947民盟被宣布非法""]","[""中国民主同盟"", ""张澜"", ""沈钧儒"", ""罗隆基""]","[""香港"", ""上海""]",首面可视确认《光明報》新十二號、日期1947-08-08、馆藏号NLC404-01J000514-72818；目录显示目录列有民盟二中全会、反对美军暴行和国内局势等文章。当前只登记整期，不预先猜测文章页界。,digital_image,NLC404-01J000514-72818；本地PDF第1页；data/domestic/press_scans/NLC404-01J000514-72818_光明報_1947年12期.pdf；共16页；SHA256 f61c03880c043ff7bbfb12bc170a3e92f6e2c65f70325bb46aafff20cc9001dd,首面卷期和日期已核验；全文逐字转录、目录文章页码、形成者细化、跨来源关系和复制权利仍待完成。 【期号日期纠错2026-07-19】NLC文件名/旧登记写作「新十二號/1947-08-08」，封面目视为「新二十號」+「民國三十六年一月八日」（1947-01-08）；以封面实物为准。与 NLC404-01J000514-10459（另登记1947-06-23新二十號）为不同文件，SHA不同。,2026-07-19,codex,accepted,通过整期原刊记录级审核：NLC馆藏标识、期名/期号、日期、可见封面或目录页、页数/本地PDF和SHA256（如已登记）已核对。该接受只确认整期记录身份和可复查入口，不表示期内每篇文章均已逐字转录，不表示复制权利已无条件确认，也不替代民盟正式文件原件。 2026-07-19多智能体复核：封面期号/日期已纠正为新二十號 1947-01-08。,2026-07-19,codex,pass,2026-07-18 22:02:43,L1,core,1351
316,domestic:NLC:guangmingbao-1947-1947-13,《光明報》新十三號（1947-01-18）,《光明報》社；北平全民報社,1947-01-18,同期政论报刊原刊整期扫描,NLC,中国国家图书馆数字化民国期刊（Wikimedia Commons镜像）,民国期刊／光明報,,,,NLC404-01J000514-10453,NLC404-01J000514-10453；《光明報》新十三號,verified,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10453_光明報_1947年13期.pdf,item_digital,open,公开16页PDF；本地副本：data/domestic/press_scans/NLC404-01J000514-10453_光明報_1947年13期.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L1,core,"[""1947民盟被宣布非法""]","[""中国民主同盟"", ""张澜"", ""沈钧儒"", ""罗隆基""]","[""香港"", ""上海""]",首面可视确认《光明報》新十三號、日期1947-08-18、馆藏号NLC404-01J000514-10453；目录显示目录列有民盟二中全会、张澜主席开幕讲词和政治局势等文章。当前只登记整期，不预先猜测文章页界。 封面实物期号新十三號、出版日1947-01-18已按版出日RTL重核；页图 work/domestic/continue_pages/ 对应目录。,digital_image,NLC404-01J000514-10453；本地PDF第1页；data/domestic/press_scans/NLC404-01J000514-10453_光明報_1947年13期.pdf；共16页；SHA256 27209c19191d4fa6dcaa6b2f5ea55b7dfaf74f03cb739ec7067c6552b90fba41,首面卷期和日期已核验；全文逐字转录、目录文章页码、形成者细化、跨来源关系和复制权利仍待完成。 【2026-07-19 grok 封面日期校正】封面版出日串『日八十月一年六十三』按RTL讀為民國三十六年一月十八日（1947-01-18）；先前Aug日期為誤讀，以封面為準。 原登记日期 1947-08-18 已按封面实物更正为 1947-01-18。,2026-07-19,codex,accepted,通过整期原刊记录级审核：NLC馆藏标识、期名/期号、日期、可见封面或目录页、页数/本地PDF和SHA256（如已登记）已核对。该接受只确认整期记录身份和可复查入口，不表示期内每篇文章均已逐字转录，不表示复制权利已无条件确认，也不替代民盟正式文件原件。,2026-07-19,codex,pass,2026-07-18 22:02:43,L1,core,1352
317,domestic:NLC:guangmingbao-1947-1947-14,《光明報》新十四號（1947-01-28）,《光明報》社；北平全民報社,1947-01-28,同期政论报刊原刊整期扫描,NLC,中国国家图书馆数字化民国期刊（Wikimedia Commons镜像）,民国期刊／光明報,,,,NLC404-01J000514-10454,NLC404-01J000514-10454；《光明報》新十四號,verified,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10454_光明報_1947年14期.pdf,item_digital,open,公开20页PDF；本地副本：data/domestic/press_scans/NLC404-01J000514-10454_光明報_1947年14期.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L1,core,"[""1947民盟被宣布非法""]","[""中国民主同盟"", ""张澜"", ""沈钧儒"", ""罗隆基""]","[""香港"", ""上海""]",首面可视确认《光明報》新十四號、日期1947-08-28、馆藏号NLC404-01J000514-10454；目录显示目录列有民盟二中全会政治报告、民主运动和上海各党派活动等文章。当前只登记整期，不预先猜测文章页界。 封面实物期号新十四號、出版日1947-01-28已按版出日RTL重核；页图 work/domestic/continue_pages/ 对应目录。,digital_image,NLC404-01J000514-10454；本地PDF第1页；data/domestic/press_scans/NLC404-01J000514-10454_光明報_1947年14期.pdf；共20页；SHA256 86564d9d810e17e8ba05abdd02b059ffe72ac7218816e22f46d675feb1250047,首面卷期和日期已核验；全文逐字转录、目录文章页码、形成者细化、跨来源关系和复制权利仍待完成。 【2026-07-19 grok 封面日期校正】封面版出日串『日八十二月一年六十三』按RTL讀為民國三十六年一月二十八日（1947-01-28）；內容有迎春晚會等，與一月下旬相符。 原登记日期 1947-08-28 已按封面实物更正为 1947-01-28。,2026-07-19,codex,accepted,通过整期原刊记录级审核：NLC馆藏标识、期名/期号、日期、可见封面或目录页、页数/本地PDF和SHA256（如已登记）已核对。该接受只确认整期记录身份和可复查入口，不表示期内每篇文章均已逐字转录，不表示复制权利已无条件确认，也不替代民盟正式文件原件。,2026-07-19,codex,pass,2026-07-18 22:02:43,L1,core,1353
318,domestic:NLC:guangmingbao-1947-1947-15,《光明報》新十五號（1947-02-08）,《光明報》社；北平全民報社,1947-02-08,同期政论报刊原刊整期扫描,NLC,中国国家图书馆数字化民国期刊（Wikimedia Commons镜像）,民国期刊／光明報,,,,NLC404-01J000514-10455,NLC404-01J000514-10455；《光明報》新十五號,verified,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10455_光明報_1947年15期.pdf,item_digital,open,公开16页PDF；本地副本：data/domestic/press_scans/NLC404-01J000514-10455_光明報_1947年15期.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L1,core,"[""1947民盟被宣布非法""]","[""中国民主同盟"", ""张澜"", ""沈钧儒"", ""罗隆基""]","[""香港"", ""上海""]",首面可视确认《光明報》新十五號、日期1947-09-08、馆藏号NLC404-01J000514-10455；目录显示目录列有民盟任务、政协路线和民主运动等文章。当前只登记整期，不预先猜测文章页界。 封面实物期号新十五號、出版日1947-02-08已按版出日RTL重核；页图 work/domestic/continue_pages/ 对应目录。,digital_image,NLC404-01J000514-10455；本地PDF第1页；data/domestic/press_scans/NLC404-01J000514-10455_光明報_1947年15期.pdf；共16页；SHA256 42c7b19e6f84a2a615adbe5bc776aa54be395b745a168a72989279c50c02434e,首面卷期和日期已核验；全文逐字转录、目录文章页码、形成者细化、跨来源关系和复制权利仍待完成。 【2026-07-19 grok 封面日期校正】封面版出日串『日八月二年六十三』按RTL讀為民國三十六年二月八日（1947-02-08）。 原登记日期 1947-09-08 已按封面实物更正为 1947-02-08。,2026-07-19,codex,accepted,通过整期原刊记录级审核：NLC馆藏标识、期名/期号、日期、可见封面或目录页、页数/本地PDF和SHA256（如已登记）已核对。该接受只确认整期记录身份和可复查入口，不表示期内每篇文章均已逐字转录，不表示复制权利已无条件确认，也不替代民盟正式文件原件。,2026-07-19,codex,pass,2026-07-18 22:02:43,L1,core,1354
319,domestic:NLC:guangmingbao-1947-1947-16–17,《光明報》新十六—十七號（1947-03-18）,《光明報》社；北平全民報社,1947-03-18,同期政论报刊原刊整期扫描,NLC,中国国家图书馆数字化民国期刊（Wikimedia Commons镜像）,民国期刊／光明報,,,,NLC404-01J000514-10456,NLC404-01J000514-10456；《光明報》新十六—十七號,verified,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10456_光明報_1947年16–17期.pdf,item_digital,open,公开17页PDF；本地副本：data/domestic/press_scans/NLC404-01J000514-10456_光明報_1947年16–17期.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L1,core,"[""1947民盟被宣布非法""]","[""中国民主同盟"", ""张澜"", ""沈钧儒"", ""罗隆基""]","[""香港"", ""上海""]",首面可视确认《光明報》新十六—十七號、日期1947-10-08、馆藏号NLC404-01J000514-10456；目录显示封面实物标示新十七号；目录列有民盟政治主张、时局和民主运动等文章。当前只登记整期，不预先猜测文章页界。 封面实物期号新十六—十七號、出版日1947-03-18已按版出日RTL重核；页图 work/domestic/continue_pages/ 对应目录。,digital_image,NLC404-01J000514-10456；本地PDF第1页；data/domestic/press_scans/NLC404-01J000514-10456_光明報_1947年16–17期.pdf；共17页；SHA256 c54548425303f975110c7163b7bc15eb16f6a7ad5d045e5d0a9d5e0fcc984a91,首面卷期和日期已核验；全文逐字转录、目录文章页码、形成者细化、跨来源关系和复制权利仍待完成。 【2026-07-19 grok 封面日期校正】封面版出日串『日八十月三年六十三』按RTL讀為民國三十六年三月十八日（1947-03-18）。封面期號『號六七十新』為合刊标示；NLC文件名作16–17期。正文含三月八日《中國民主同盟對時局宣言》。 原登记日期 1947-10-08 已按封面实物更正为 1947-03-18。,2026-07-19,codex,accepted,通过整期原刊记录级审核：NLC馆藏标识、期名/期号、日期、可见封面或目录页、页数/本地PDF和SHA256（如已登记）已核对。该接受只确认整期记录身份和可复查入口，不表示期内每篇文章均已逐字转录，不表示复制权利已无条件确认，也不替代民盟正式文件原件。,2026-07-19,codex,pass,2026-07-18 22:02:43,L1,core,1355
320,domestic:NLC:guangmingbao-1947-1947-18,《光明報》新十八號（1947-05-14）,《光明報》社；北平全民報社,1947-05-14,同期政论报刊原刊整期扫描,NLC,中国国家图书馆数字化民国期刊（Wikimedia Commons镜像）,民国期刊／光明報,,,,NLC404-01J000514-10457,NLC404-01J000514-10457；《光明報》新十八號,verified,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10457_光明報_1947年18期.pdf,item_digital,open,公开16页PDF；本地副本：data/domestic/press_scans/NLC404-01J000514-10457_光明報_1947年18期.pdf,hybrid,full_item_online,unknown,citation_only,,unknown,L1,core,"[""1947民盟被宣布非法""]","[""中国民主同盟"", ""张澜"", ""沈钧儒"", ""罗隆基""]","[""香港"", ""上海""]",首面可视确认《光明報》新十八號、日期1947-10-18、馆藏号NLC404-01J000514-10457；目录显示目录列有民盟南总主席彭泽民讲话、时局意见和民盟基层活动等文章。当前只登记整期，不预先猜测文章页界。 封面实物期号新十八號、出版日1947-05-14已按版出日RTL重核；页图 work/domestic/continue_pages/ 对应目录。,digital_image,NLC404-01J000514-10457；本地PDF第1页；data/domestic/press_scans/NLC404-01J000514-10457_光明報_1947年18期.pdf；共16页；SHA256 d00c34801cb283d963ff4fb0a9bb545391025a005c2afac24f9b2213160a22bd,首面卷期和日期已核验；全文逐字转录、目录文章页码、形成者细化、跨来源关系和复制权利仍待完成。 【2026-07-19 grok 封面日期校正】封面版出日串『日四十月五年六十三』按RTL讀為民國三十六年五月十四日（1947-05-14）；先前Oct日期為誤讀。 原登记日期 1947-10-18 已按封面实物更正为 1947-05-14。,2026-07-19,codex,accepted,通过整期原刊记录级审核：NLC馆藏标识、期名/期号、日期、可见封面或目录页、页数/本地PDF和SHA256（如已登记）已核对。该接受只确认整期记录身份和可复查入口，不表示期内每篇文章均已逐字转录，不表示复制权利已无条件确认，也不替代民盟正式文件原件。,2026-07-19,codex,pass,2026-07-18 22:02:43,L1,core,1356
