id,source_id,source_name,institution,source_type,authority_level,official_url,record_or_search_url,material_types,shanghai_relevance,access_mode,rights_status,verification_note,checked_at,status
61,domestic:source:nlc_guangmingbao_1948_1949_v1n1,《光明報》1948年1卷1期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10484_光明報_1948年1卷1期.pdf,"[""《光明報》1948年1卷1期整期原刊"", ""民盟三中全会的决议"", ""略论民主同盟当前的任务"", ""坚持路线击破阴谋""]",中；补充1948—1949年民盟及民主人士在香港出版物中的同期政治表达和新政协前后语境,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,已下载本地副本 data/domestic/press_scans/NLC404-01J000514-10484_光明報_1948年1卷1期.pdf，共24页；SHA256为55ac4cedee420a41427dbed23ccd4870adfac4315e987ef78aed20b1101b26e8。首面完成可视核验，PDF第2页及目录/正文完成定向核读；英文馆藏日期戳不作为出版日期，出版日期以报面民国纪年和卷期记录为准。,2026-07-19,verified_entry
62,domestic:source:nlc_guangmingbao_1948_1949_v1n12,《光明報》1948年1卷12期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10514_光明報_1948年1卷12期.pdf,"[""《光明報》1948年1卷12期整期原刊"", ""反對美國援蔣扶日"", ""民盟政治声明"", ""民族独立""]",中；补充1948—1949年民盟及民主人士在香港出版物中的同期政治表达和新政协前后语境,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,已下载本地副本 data/domestic/press_scans/NLC404-01J000514-10514_光明報_1948年1卷12期.pdf，共20页；SHA256为0ae20c45cbc20e06399c7133d12379a318643c0f2eafa2fc3852fac222a47450。首面完成可视核验，PDF第2页及目录/正文完成定向核读；英文馆藏日期戳不作为出版日期，出版日期以报面民国纪年和卷期记录为准。,2026-07-19,verified_entry
63,domestic:source:nlc_guangmingbao_1948_1949_v2n1,《光明報》1949年2卷1期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10515_光明報_1949年2卷1期.pdf,"[""《光明報》1949年2卷1期整期原刊"", ""新政协问题笔谈"", ""加强掠夺的币制改革"", ""民主人士笔谈""]",中；补充1948—1949年民盟及民主人士在香港出版物中的同期政治表达和新政协前后语境,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,已下载本地副本 data/domestic/press_scans/NLC404-01J000514-10515_光明報_1949年2卷1期.pdf，共20页；SHA256为71c72759499aca2025c18e3fae397850fd6ffb3be802ea06cd12e00d813e5623。首面完成可视核验，PDF第2页及目录/正文完成定向核读；英文馆藏日期戳不作为出版日期，出版日期以报面民国纪年和卷期记录为准。,2026-07-19,verified_entry
64,domestic:source:nlc_guangmingbao_1948_1949_v2n12,《光明報》1949年2卷12期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72821_光明報_1949年2卷12期.pdf,"[""《光明報》1949年2卷12期整期原刊"", ""我們對和平的態度"", ""談台灣解放問題"", ""追悼馮裕芳同志特輯""]",中；补充1948—1949年民盟及民主人士在香港出版物中的同期政治表达和新政协前后语境,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,已下载本地副本 data/domestic/press_scans/NLC404-01J000514-72821_光明報_1949年2卷12期.pdf，共20页；SHA256为48932502dcf7bff7dd01c86bb330ab3ba16d4f1ea9c7cc3b54bad4a38a7f16ae。首面完成可视核验，PDF第2页及目录/正文完成定向核读；英文馆藏日期戳不作为出版日期，出版日期以报面民国纪年和卷期记录为准。,2026-07-19,verified_entry
65,domestic:source:nlc_minxian_1944_v1n10,《民憲》1944年第一卷第十期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85451_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E6%9C%9F.pdf,"[""《民憲》第一卷第十期"", ""民主政治"", ""1944年改组前后政治传播""]",中；补充1944年民盟改组前后重庆民主政论刊物的同期传播环境,公开PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,已下载本地副本 data/domestic/press_scans/NLC404-00J001436-85451_民憲_第一卷第十期.pdf；共49页、未加密，SHA256为7383f69dd74477969acf50708456b2975e167c16eaa3d6ed7deb6243616b6328。PDF第2页可视核定第一卷第十期、民国三十三年十二月二十日（1944-12-20）及目录；尚未将目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
66,domestic:source:nlc_minmeng_documents_1946,《民主同盟文獻》（1946）民盟总部编印公开扫描,中国国家图书馆数字化民国图书；中国民主同盟总部编印；Wikimedia Commons公开镜像,1946年官方文献汇编／同期文件汇编扫描,民盟总部同期编印的官方汇编公开扫描；不是单件原始印本的直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,"[""1941成立宣言"", ""1941对时局主张纲领"", ""1944改组相关文件"", ""1945大会文件""]",高；补充1941—1945民盟总部同期官方文献汇编，供原刊/原件追索和页码互校,公开PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,已下载本地副本 data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf；176页、未加密，SHA256为276a82242c445bd7d6ca468f9022090922e0c2c243054e0e5af4353a1456e43f。PDF第2页书名页标明中国民主同盟总部编印、中华民国三十五年十二月；第5—8页目录，第9页起进入文件正文。,2026-07-19,verified_entry
67,domestic:source:nlc_guangmingbao_1947_1947_12,《光明報》1947年12期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,"[""《光明報》1947年12期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-72818_光明報_1947年12期.pdf；共16页；SHA256 f61c03880c043ff7bbfb12bc170a3e92f6e2c65f70325bb46aafff20cc9001dd；首面已可视核对卷期和日期。,2026-07-19,verified_entry
68,domestic:source:nlc_guangmingbao_1947_1947_13,《光明報》1947年13期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10453_光明報_1947年13期.pdf,"[""《光明報》1947年13期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-10453_光明報_1947年13期.pdf；共16页；SHA256 27209c19191d4fa6dcaa6b2f5ea55b7dfaf74f03cb739ec7067c6552b90fba41；首面已可视核对卷期和日期。,2026-07-19,verified_entry
69,domestic:source:nlc_guangmingbao_1947_1947_14,《光明報》1947年14期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10454_光明報_1947年14期.pdf,"[""《光明報》1947年14期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-10454_光明報_1947年14期.pdf；共20页；SHA256 86564d9d810e17e8ba05abdd02b059ffe72ac7218816e22f46d675feb1250047；首面已可视核对卷期和日期。,2026-07-19,verified_entry
70,domestic:source:nlc_guangmingbao_1947_1947_15,《光明報》1947年15期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10455_光明報_1947年15期.pdf,"[""《光明報》1947年15期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-10455_光明報_1947年15期.pdf；共16页；SHA256 42c7b19e6f84a2a615adbe5bc776aa54be395b745a168a72989279c50c02434e；首面已可视核对卷期和日期。,2026-07-19,verified_entry
71,domestic:source:nlc_guangmingbao_1947_1947_16–17,《光明報》1947年16–17期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10456_光明報_1947年16–17期.pdf,"[""《光明報》1947年16–17期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-10456_光明報_1947年16–17期.pdf；共17页；SHA256 c54548425303f975110c7163b7bc15eb16f6a7ad5d045e5d0a9d5e0fcc984a91；首面已可视核对卷期和日期。,2026-07-19,verified_entry
72,domestic:source:nlc_guangmingbao_1947_1947_18,《光明報》1947年18期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10457_光明報_1947年18期.pdf,"[""《光明報》1947年18期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-10457_光明報_1947年18期.pdf；共16页；SHA256 d00c34801cb283d963ff4fb0a9bb545391025a005c2afac24f9b2213160a22bd；首面已可视核对卷期和日期。,2026-07-19,verified_entry
73,domestic:source:nlc_guangmingbao_1947_1947_19,《光明報》1947年19期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10458_光明報_1947年19期.pdf,"[""《光明報》1947年19期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-10458_光明報_1947年19期.pdf；共16页；SHA256 ae1516a7c2249fcd0860eb2f0ed89069d4e3dbe46a410cd80a54317f4c1af7fc；首面已可视核对卷期和日期。,2026-07-19,verified_entry
74,domestic:source:nlc_guangmingbao_1947_1947_20,《光明報》1947年20期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论报刊原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10459_光明報_1947年20期.pdf,"[""《光明報》1947年20期整期原刊"", ""民盟政治活动"", ""1947年国内民主运动语境""]",中；补充1947年民盟在非法化前的同期机关报和香港出版政治表达,公开 PDF；Commons文件页提供原始下载入口,public_domain_claimed_unknown,本地副本 data/domestic/press_scans/NLC404-01J000514-10459_光明報_1947年20期.pdf；共16页；SHA256 5b089bc981e2601139b5cce5bb9247073f1cf6790dd8d972d6dba41fac25d9cb；首面已可视核对卷期和日期。,2026-07-19,verified_entry
75,domestic:source:shanghai_modern_newspapers,中国近代报纸资源全库,上海图书馆；复旦大学图书馆公开数据库说明入口,近代报纸全文与版面数据库,馆藏报纸数字化检索入口；具体影像和复制权利按机构权限核验,https://library.fudan.edu.cn/e8/8e/c42799a518286/page.htm,https://www.cnbksy.com/,"[""《中央日报》1928—1949"", ""《大公报》1902—1949"", ""《民国日报》1916—1947"", ""近代报纸版面""]",极高,机构订阅或馆内访问；公开说明可核对收录范围,需按机构订阅和具体图像条款核实,2026-07-19公开机构说明明确列出《中央日报》1928—1949、《大公报》1902—1949和《民国日报》1916—1947；可用于检索1947-10-28中央社《政府宣布民盟非法》及1947-11-06解散公告相关报面，但本轮未取得具体版面。,2026-07-19,verified_entry
76,domestic:source:shantou_historical_newspapers,繙云历史文献库,汕头大学图书馆,馆藏近代报纸全文与高清版面数据库,与国家图书馆合作的报纸数字化访问入口；具体版面需机构权限核验,https://www.lib.stu.edu.cn/database/2184,https://www.lib.stu.edu.cn/database/2184,"[""《中央日报》"", ""《大公报》"", ""《民国日报》""]",高,学校本地镜像或机构网络访问,需按汕头大学图书馆和合作数据库规则核实,2026-07-19官方图书馆页面说明该库提供《中央日报》《大公报》《民国日报》图文对照和高清DPI图档；本轮未取得1947-10-27/28或1947-11-06具体报面，保留为可执行访问入口。,2026-07-19,verified_entry
77,domestic:source:nlc_minxian_85443,《民憲》1944年第一卷第二期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85443_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%BA%8C%E6%9C%9F.pdf,"[""《民憲》第一卷第二期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85443_民憲_第一卷第二期.pdf,public_domain_claimed_unknown,已下载本地副本；共47页、未加密，SHA256为43c91c806af550c60d321793a81cc18bc7866774057f318e364915c70f543118。PDF第2页可视核定《民憲》第一卷第二期及1944-05-01出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
78,domestic:source:nlc_minxian_85444,《民憲》1944年第一卷第三期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85444_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%89%E6%9C%9F.pdf,"[""《民憲》第一卷第三期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85444_民憲_第一卷第三期.pdf,public_domain_claimed_unknown,已下载本地副本；共41页、未加密，SHA256为c21e3e8464473cf68cafdda3e65d69e32fb2bce986f88aa9593479150c612618。PDF第2页可视核定《民憲》第一卷第三期及1944-06-15出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
79,domestic:source:nlc_minxian_85445,《民憲》1944年第一卷第四期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85445_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%9B%9B%E6%9C%9F.pdf,"[""《民憲》第一卷第四期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85445_民憲_第一卷第四期.pdf,public_domain_claimed_unknown,已下载本地副本；共47页、未加密，SHA256为c88a363f01432f1494adcde3f44c736414deeed2d528fbf550b37a5881f7f730。PDF第2页可视核定《民憲》第一卷第四期及1944-06-30出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
80,domestic:source:nlc_minxian_85446,《民憲》1944年第一卷第五期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85446_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%BA%94%E6%9C%9F.pdf,"[""《民憲》第一卷第五期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85446_民憲_第一卷第五期.pdf,public_domain_claimed_unknown,已下载本地副本；共53页、未加密，SHA256为25d339490905fc06832f4ddbaf7a367d761ef06e0b40f8439c6c1a8c8d6fd69a。PDF第2页可视核定《民憲》第一卷第五期及1944-07-16出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
81,domestic:source:nlc_minxian_85448,《民憲》1944年第一卷第七期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85448_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%83%E6%9C%9F.pdf,"[""《民憲》第一卷第七期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85448_民憲_第一卷第七期.pdf,public_domain_claimed_unknown,已下载本地副本；共51页、未加密，SHA256为a1e2269150fea87cfcca1e2016662ecc953f9a9b2a151184aad62fad776f09e0。PDF第2页可视核定《民憲》第一卷第七期及1944-09-10出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
82,domestic:source:nlc_minxian_85449,《民憲》1944年第一卷第八期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85449_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AB%E6%9C%9F.pdf,"[""《民憲》第一卷第八期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85449_民憲_第一卷第八期.pdf,public_domain_claimed_unknown,已下载本地副本；共55页、未加密，SHA256为867fcca3821c8cc3deb67ba1aae6a76e62f192c0c849805fa2fda4cc9835aa19。PDF第2页可视核定《民憲》第一卷第八期及1944-10-12出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
83,domestic:source:nlc_minxian_85452,《民憲》1945年第一卷第十一期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85452_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E4%B8%80%E6%9C%9F.pdf,"[""《民憲》第一卷第十一期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85452_民憲_第一卷第十一期.pdf,public_domain_claimed_unknown,已下载本地副本；共51页、未加密，SHA256为71edf42b8f1e532edb277c2899f2a9a548f531a1cd76c6f7b79a69b1fdce0d2e。PDF第2页可视核定《民憲》第一卷第十一期及1945-01-15出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
84,domestic:source:nlc_minxian_85453,《民憲》1945年第一卷第十二期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85453_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E4%BA%8C%E6%9C%9F.pdf,"[""《民憲》第一卷第十二期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85453_民憲_第一卷第十二期.pdf,public_domain_claimed_unknown,已下载本地副本；共45页、未加密，SHA256为bd753ca717908b0556e04dad0fa18519830a8cd3470d25eafbceae17f3c6fe4a。PDF第2页可视核定《民憲》第一卷第十二期及1945-02-25出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
85,domestic:source:nlc_minxian_85454,《民憲》1945年第二卷第一期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85454_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,"[""《民憲》第二卷第一期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85454_民憲_第二卷第一期.pdf,public_domain_claimed_unknown,已下载本地副本；共71页、未加密，SHA256为ea8481761246aa26c98f9a7a058e894597c551798fb5ad37f30c400a4cb34fcd。PDF第2页可视核定《民憲》第二卷第一期及1945-05-15出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
86,domestic:source:nlc_minxian_85455,《民憲》1945年第二卷第二期国家图书馆原刊扫描,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描／国家图书馆数字化镜像,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85455_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%8D%B7%E7%AC%AC%E4%BA%8C%E6%9C%9F.pdf,"[""《民憲》第二卷第二期"", ""1944—1945年民盟改组及一大前后政治传播""]",中；补充重庆民主政论刊物的同期传播环境,公开PDF；本地副本：data/domestic/press_scans/NLC404-00J001436-85455_民憲_第二卷第二期.pdf,public_domain_claimed_unknown,已下载本地副本；共45页、未加密，SHA256为449086e77f910796d78a924782cc7cfc830e2a77b0df62c04e6c0fb209cfb7de。PDF第2页可视核定《民憲》第二卷第二期及1945-06-13出版日；目录仅作为整期内容导航，不把目录题名直接当作民盟正式文件。,2026-07-19,verified_entry
87,domestic:source:nlc_minxian_1945_v2n3_lead,《民憲》1945年第二卷第三期国家图书馆原刊扫描获取线索,中国国家图书馆数字化民国期刊；Wikimedia Commons公开镜像,同期政论刊物原刊整期扫描获取线索,国家图书馆原刊数字化扫描的公开镜像；不是原始馆藏系统直链,https://read.nlc.cn/,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85456_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%8D%B7%E7%AC%AC%E4%B8%89%E6%9C%9F.pdf,"[""《民憲》第二卷第三期"", ""1945年民盟一大前后政治传播""]",中；补充1945年民盟一大前后重庆民主政论刊物的同期传播环境,公开文件页可定位；本轮下载受到Commons HTTP 429限流，待冷却后重试,public_domain_claimed_unknown,Commons分类页可定位NLC404-00J001436-85456；本轮下载请求返回HTTP 429，未将未取得文件登记为候选或已验证扫描。,2026-07-19,lead_only
